Tweet ID,Full Text,Mask Sentiment,Language,Notes
1278791831040348160,"If Oregonian athlete Rupp can wear a mask while running, the rest of us can wear one while shopping.   https://t.co/YhvmxQwTmE",Pro-Mask,English,
1296224863422754822,"@WhiteHouse @realDonaldTrump If Trump and Pence have been vaccinated against the Coronavirus they MUST tell their supporters. They are sending a message when they go into crowds without wearing a mask, that it is safe not to wear one. If they are safe because they have been vaccinated NO ONE ELSE IS.",Pro-Mask,English,
1286735427739820032,"American, Southwest end face mask medical exceptions; Delta expands testing https://t.co/bLrEYr3rxZ",Pro-Mask,English,
1259601312594956296,"The next worst internet trend? Mukbang or whatever 😩

Influencer: Hey, let me eat this plate of food while you watch me 
*in a country where close to 14mil go to bed hungry daily, worse we’re in a pandemic* 🙃

Read the room guys. Some things don’t even require you to think",Unrelated,English,
1283886483263426565,"@realDonaldTrump @GOP @senatemajldr @GOPLeader @GovRonDeSantis  anyone else want to still deny that COVID-19 is real. And btw, Woolery didn’t close his twitter account, twitter removed it because he was spreading false information: https://t.co/IiqWQWsK28",Unrelated,English,
1263360914893357062,#facemask #mask Fighting Corona's Cloth Face Mask https://t.co/XUdtRxXdlP via @zazzle,Pro-Mask,English,
1246782336357842944,@RepStephMurphy F@ck China and your worthless investigations!!!!! STFU moron Democrats.....All democrats don't know their asses from a hole in the ground!!!!,Unrelated,English,
1296176548995899392,@NBA Corona in the bubble https://t.co/J9x6ZTFzZY,Unrelated,English,
1229928614889549824,"Forecast for Norco/Corona, CA: Feb 18 Good [Green], Feb 19 Moderate [Yellow]",Unrelated,English,
1253578414436478977,"@realDonaldTrump President Trump should be wearing a Straight Jacket at each day's Coronavirus Fake Press Briefings!!

#TrumpTheWorstPresidentEver 

#TrumpDeathToll = 50,243 American Souls!

When will the Madness End!

#TrumpMadness #TrumpMeltdown 

#TrumpResignNow",Unrelated,English,
1287757741922979840,"Diorangkan suka cuti,tu yg mask kelaut social distancing ke darat https://t.co/cYgS5TvkEX",Not Sure,Multiple,
1295344551268409344,Don't be a #COVIDIOT ! #WearAMask ! https://t.co/ia6YWLqevZ,Pro-Mask,English,
1280672623152726023,"to wear the mask, or not to wear the mask, that is the question. whether it is nobler in th--

oh no, actually it's not a question.

#WearTheDamnMask",Pro-Mask,English,
1258069149403746319,"En relación a la situación actual de crisis sanitaria provocada por el Coronavirus (Covid-19), nos gustaría trasladar nuestro profundo compromiso de seguir atendiendo a todos nuestros clientes, tal y como venimos… https://t.co/du0ARiAWtc",Not Sure,Other,
1281436963975946240,"@EmilyVirginOK Use this graph and please share.  It is more reflective on what is really happening in Oklahoma.  Thank you

https://t.co/8sP5L27SUc",Unrelated,English,
1275758820015271936,#BeWell #BeHappy  #Health #Healing https://t.co/p1B3bem6Zq  #Healing #Healthy #Vitamin  #immunitybooster   #BLMprotest #CHAZ #PhiloBot #COVID19 #Coronavirus #MLB #WritingCommunity #Libya  #Instagram #wednesdaymorning #TrumpRallyFail #KCON #TROLLZ #WWERaw #WearADamnMask #COVIDIOTS,Pro-Mask,English,
1275654366624710659,@lennycurry make masks mandatory! #WearADamnMask #WearAMask #COVID #COVID19 #Covid_19 https://t.co/srinxaSPsa,Pro-Mask,English,
1229257423850033154,".. Coronavirus, the place will be equipped with thermal cameras, face masks, hand sanitizers and air curtains.",Pro-Mask,English,
1246920622741032961,Xi Jinping wears mask despite claims CCP virus under control;China calls... https://t.co/UUhI5dFptB #CCPVirus #COVID19,Pro-Mask,English,
1272106504867459074,"New HelloMasks under development @EPFL_en  and @Empa_CH will be transparent, disposable and #eco-friendly. Launch projected for 2021. #COVID19 #Nursing https://t.co/CD3TnIWr5Y",Pro-Mask,English,
1297497874087854081,"WEAR A MASK BUT DON'T FORGET WHO YOU REALLY ARE BEHIND IT | BLOGABERRY FOO https://t.co/0Kpkbdx6V4 via @CindyAnnDSilva 
@Mummasauruss #LetsBlogwithPri
#Dishkireads",Pro-Mask,English,
1288912513611038723,"@jdubbs1969 @realOBF @BEA_News He's the only one that shut down flights from China and Europe.  Fauci didn't want to.  In fact, the CDC and NIH were telling people to take cruises in MARCH, ROFLMAO.  Keep hating Trump, though.  It is doing wonders for your mental health.  https://t.co/3kRBxtCC8Y",Unrelated,English,
1260467724616118273,"Polri Cek Gerbang Tol Merak Pastikan Masyarakat Tidak Mudik di Tengah Pandemi Covid-19

#StopMudikCegahCovid19 https://t.co/nCMIBKAyp7",Not Sure,Multiple,
1249892694018547712,"Civilian USA/EU Standard N95 KN95 Face Masks
CE/FCC/NIOSH Certificates available https://t.co/GqbO7HAj0v",Neutral,English,
1279356285087969280,Is Mandatory Mask Wearing Discrimination At Work? Disability Accommodations In The Time Of Covid https://t.co/yocgkhL2v3,Neutral,English,
1274429596553920516,"SEB DUMB, all y’all probably got Covid from project grad lol, sorry but counties cases rising everyday, stay tf home people, bc I didn’t see any masks",Pro-Mask,English,
1298892781062983682,#MODIJI_POSTPONEJEENEET #MODIJI_POSTPONEJEENEET #MODIJI_POSTPONEJEENEET #IndiaSaysBJPNoMor #StudentsKeMannKiBaat #INDIAunitedtoPostponJEE_NEET #SWAMIJIFORJEE_NEET #AntiStudentModiGovt #AntiStudentNarendraModi 💪😡😡😠 https://t.co/NvGbiklOI8,Unrelated,English,
1270768500836048896,"do you agree that someone can have corona and not show symptoms at all/for up to 14 days?

mom: yes

do you agree then that visiting people endangers us and them since we/they might have it and be asymptomatic? 

mom: yes

THEREFORE, should u still visit family?

mom: yes 🤗❤️",Unrelated,English,
1252379509350731776,"Opinion: What the anti-stay-at-home protests are really about https://t.co/gZUCUQ2suf Send them to New York and New Jersey and let them voice their protests, un-masked and un-protected there!",Pro-Mask,English,
1279648461613346818,"España, en alerta por COVID-19,  con la primera ciudad confinada por rebrote https://t.co/vUSZLxeTLI https://t.co/ESBpv97HwN",Not Sure,Other,
1258941359819558914,Wow some passengers are wearing PPE gowns! https://t.co/fhdzaD0tJT,Unrelated,English,
1269710877059579906,@BrutusLb @aubreybiggar @BlessingsRamoba @VeezO07 Just imagine..... Some1 who cant afford to buy 2 N95 masks from Drax International is used to beat his family members who want to fight for him to get a pay rise 😂😂😂,,English,
1259005458469117957,I'll wear a Corona t-shirt. IDGAF.,Unrelated,English,
1276608105237839872,I get the importance of protests and the need for change. But... I can't help but think the recent spike in #COVID19 cases is being influenced by the number of protests where physical distancing is not happening and masks are not being worn. &lt;more&gt;,Pro-Mask,English,
1245864358543908864,"https://t.co/5mRfGpalww

Time to wear face masks, get it on https://t.co/Mct6PhA6tZ, if somebody wants to take a commission-based face mask sales job, we can help you land the job. 
#facemasks #mask #coronavirus #jobs #breakingnews #trending #UnEmploymentClaims",Pro-Mask,English,
1252166047899226112,"From today, wearing a protective mask is mandatory on public transport! https://t.co/PxwAf4qdWk",Pro-Mask,English,
1282076076303421440,"@SyeTenB @stripesstores As it stands now, stripes stores seems to have more of a leg to stand on than you do.  Save yourself the embarrassment and wear a mask; it's the Christian thing to do.",Pro-Mask,English,
1294433811900506112,"NO masks, NO social distancing, just plain ~ignorance~ suddenly i don’t know anyone i used to know that participated in this party &amp; tik tok ❤️",Pro-Mask,English,
1234382302051885059,@youreapeanut Put on a pair of gloves... every time you go to touch your face you’ll be reminded not to touch your face. Leave the masks for those who need them most... #Coronavirus #COVIDー19,Anti-Mask,English,
1267736854314409984,"@b58377637 @KatieHill4CA Literally no one is saying that.  Everyone is well aware these protests will spread this disease because they actually believe it's real. Hence many are trying to wear masks. Unlike the ""lock down protests"" where people who believe the virus is fake called masks ""mind control""",Pro-Mask,English,
1295295500233715717,"Staggering levels of new infections in some #EU countries ...

#UK #London #Coronavirus #COVID19 https://t.co/8gSbbenuKa",Unrelated,English,
1279255097097310208,"Ivanka Trump encourages social distancing and face masks for Independence Day festivities as her father, President Trump, attends a Mount Rushmore fireworks event which has dispensed with the CDC-recommended practices -- https://t.co/m3hxtc2p6s -- @dcexaminer",Pro-Mask,English,
1264022336942071811,No meu teste deu negativo pro covid-19 mas  para você  deu positivo bebê. 😌😏😳,Unrelated,Other,
1271270134410248192,Seeing this it seems people think MASK can kill the virus. So they are invincible. https://t.co/sILtaJ8QbN,Pro-Mask,English,
1.29081E+18,"@allinwithchris please put restraining ankle bracelets on all the no mask wearing, no social distancing, partying, ignorant , uncaring, criminally behaving young adults, and isolate them for2 weeks; they r willfully endangering all the rest of America!",Pro-Mask,English,
1274035245495595008,"Sports were largely affected by COVID-19, and many sports clubs were closed due to the pandemic. In #Gaza, these young Palestinian girls were boxing outdoors, but still wore masks, and used sanitizers.

PC: Majdi Fathi https://t.co/pF4nhECnWD",Pro-Mask,English,
1286892890250256384,"@JVanDorenVA Watch them not even get the Blu-ray... &gt;.&gt; 

(Seriously though, wear a mask. Not up for debate.)",Pro-Mask,English,
1287391370169155584,"Karens are increasingly becoming a public health hazard in these Covidian times. Passenger kicked off a flight for refusing to wear a mask.
https://t.co/wnrBBCV8Dl",Pro-Mask,English,
1274817366568779776,"If you are Anemic or Pregnant, wearing a Mask can reduce Oxygen levels within the body. Dr. Adalja says that N95 masks may restrict your breathing, especially those that are obese people, or individuals with asthma, COPD, emphysema. We help boost your Immune System! #COVID19 #CNN https://t.co/ZAAO9o3tov",Anti-Mask,English,
1288104652739944448,"Well, time to make Sally her own cat-sized face mask. 

Or is it a snout mask? https://t.co/eKJ7SMCSw0",Pro-Mask,English,
1297376099987595265,"Don't visit Mom?

COVID Patient's to Nursing Homes?

Should gave enforced Fask Masks?

Leadership? https://t.co/MKzHYCJ1Yh",Pro-Mask,English,
1278965270640390144,@Poppyeatscarrot @EM_RESUS @Twitter https://t.co/6LanKZbudH,Unrelated,English,
1289714271568314370,Exactly why we shouldn’t wear a mask. It’s in plain sight!!! Wake up! https://t.co/EFoKJSyB2X,Anti-Mask,English,
1294471636213735425,"Has anyone ever guessed you would have to teach the children what to do with a shooter? Wear Bullet proof backpacks?
Now teach them to wear a mask, because #45andGopDONOTHING It's Barbaric &amp; Fucked Up!
#TheywillkillYOURchildren
#GeneralStrike 
#VoteBidenHarrisToSaveAmerica",Pro-Mask,English,
1287085852745703424,"@emorwee #TraitorInChief would destroy a doctor's good name to push a fake origin of #COVID19

#TrumpIsUnwell #trustfauci 

#TrumpIsARacist #SaturdayMotivation 

🌟🙌🎆https://t.co/M6OdA7HTXb🎆🙌🌟
Check out our new swag. https://t.co/pqI5hskFJX",Unrelated,English,
1278142925445218305,"""""My message is that if you’re going to see family and they don't live with you, mask up and keep your distance,"" Barbosa said. 

At Least 18 Members Of A Texas Family Have The Coronavirus After A Surprise Birthday Party https://t.co/76KAiC7gRX a través de @skbaer",Pro-Mask,English,
1245945543630692352,Hunting down masks in a volatile pandemic market - https://t.co/mSMXpGn34U #VIXC #LatestComments,Pro-Mask,English,
1279193817187581954,"@ColleenHuberNMD A virus is not contagious, its just our bodies shedding toxins called exosomes...

We can end the mask debate!

We can shove yet another truth up theses corrupt governors's asses

https://t.co/9jaKDYi0Si",Anti-Mask,English,
1284867379223310336,wearing a mask everyday helps keep the corona away https://t.co/O8nXAV6xuZ,Pro-Mask,English,
1249418162820583426,"@Weinsteinlaw We can get the N95, face masks and isolation gowns that healthcare workers need. Stop relying on the government when entrepreneurs like us can and have got it done. Give them our info: dposillico@ConsolidateEnergy.com",Pro-Mask,English,
1278274500396814336,"(3)they all ran out of testing, took day off from work to come in line at 1 am at church where my county will have free testing there were 30 cars ahead of me already and testing starts at 8 am. Please wear your masks and Stay Home! I will keep you posted 🙏",Pro-Mask,English,
1239692144354435072,"Güzel haberlerde geliyor..

243 vaka görülen ve hiç ölüm olmayan Singapur'da hayat normale dönmeye başlamış durumda. Birçok insan maskesiz dolaşıyor, dükkanların, kafelerin ve okulların yeniden açıldığı söyleniyor.

#coronavirus https://t.co/fUxzDWbKjn",Not Sure,Other,
1272767001522470913,"@Mux82_82 @DynamoLibero Walter und Minge waren es, die 2014 den Kader planten. Klar haben die Fehler gemacht. Ohne Corona hätten wir jetzt neben dem sportlichen Scherbenhaufen einen Haufen Geld. Das müssen die sich ankreiden, klar. Aber diese Rundumschläge gegen die Kaderplaner verstehe ich nicht.",Not Sure,Other,
1260268601111699457,Hype are offering 10% off and are selling Masks for COVID-19 vouchers valid across their site when you buy from their store using my personal referral link. Thank me later! https://t.co/iSvsasqiFM,Pro-Mask,English,
1282190694774259713,@SrBachchan sir I pray to God please get well soon💐💐💐💐💐💐💐💐💐💐💐 https://t.co/43OJnoU8Ha,Unrelated,English,
1283253652208128000,I agree with him 100%.  I posted earlier that my 2 sisters who are teachers are ready to go back but don’t want the kids to have to social distance or wear masks.  I talked about suicide rates with kids going up.  I’ve had people tweet at me telling me they hope my sisters die. https://t.co/HBRSejBB5M,Pro-Mask,English,
1248806642310713344,They just tested 70 people positive for covid at one of the nav centers here and shit is gonna start hitting the fan REAL soon at work. I’m not sure what we’re going to do when we need to provide safer use supplies and all we have to protect ourselves is cloth masks,Pro-Mask,English,
1281319864662097920,"Hey idiots,

Wear

A

Mask.",Pro-Mask,English,
1266100696807505927,#Drybulk flounders as #coronavirus threatens Brazilian exports - #FreightWaves #brasil #brazil #oceanfreight #trade #shipping #ships #ironore #china #steel #steelmaking https://t.co/hlEuftqDiI,Unrelated,English,
1255383184365281280,"@republikaonline ""Pa @jokowi tdk pake masker""
Salam buat protokoler istana
Bila presiden ingin bagi sembako
Buat cara yg lebih elegan mengambarkan sosok presiden
Undang masa dlm suatu ruang
Di mana jarak ngumpul nya sdh di atur
protokoler covid 19
Bagikan secara simbolis
Sisa nya panitia yg bagi https://t.co/bcBOjcqBAU",Not Sure,Other,
1283343628564402176,"Wear a mask!
Now? Ahhhh in a week an a bit...in shops
Oh...what about an office
Nahhh
Pub?
Not really
Oh...what about in wales? 
Dunno mate they haven’t said anything 
Christ! Just tell us all to wear a mask now, for everything, until next year
Kind regards",Pro-Mask,English,
1285129575727599616,"Found pins for those who can't mask. They have a very nice variety of other pins too.
#altppe 
https://t.co/fQq9YyVauz",,English,
1282211553467609088,BAHAHA https://t.co/AbyFpT349Q,Unrelated,English,
1289533846027792385,"Die Politiker warten auch regelrecht darauf, dass dieses Mal nicht nur ein Lockdown passiert. Sondern ein Shutdown. Wieso sind die zu dumm ne Maskenpflicht einzuführen? Andere Länder der EU packen es doch auch! Andere sterben, weil Covidioten denken, Corona ist erfunden 🤬",Not Sure,Multiple,
1286626254398128128,"So why are Ohioans mandated to wear a mask?
@MikeDeWine ??? https://t.co/21Wos0E2xl",,English,
1235658144581287936,@BBCNews You advise that masks aren't useful in protecting against #COVIDー19 so maybe stop showing images of the one person on London your reporters have found wearing masks - intentionally or not all it does is worry others that they should do the same #responsiblejournalism,Anti-Mask,English,
1220336674632126466,"Rubbish Hong Kong government.

""It's not necessary to wear a mask in normal social occasion unless there's symptoms (of #WuhanCoronavirus)""

- Dr. CHAN Hon yee, Constance, Director of Department of Health. https://t.co/DSqdK3eEUC",Anti-Mask,English,
1255922492981628928,If you are driving alone in your car with a face mask on... Stay at home... Even after this is over,Anti-Mask,English,
1270104295191580673,"@tvisgreat @politicoalex @burgessev The problem for Trump would be getting a large indoor venue to agree to rent the Republican party an auditorium for full capacity seating without face masks and social distancing seating. 
These venues have legal liabilities as well as local and state restrictions.",Pro-Mask,English,
1283881106744291328,@WhiteHouse Does that include stealing data  hiding numbers attacking the cdc pulling out of who during a WORKD! health crisis not writing masks wanting to endanger teachers and students and pretending there’s no virus. Yah your plans to make us 3rd world Country are going swimmingly,Pro-Mask,English,
1280047262824005632,"🙏 #OstaniKodKuće ili nosi masku, ne portiklu ♥️
🎯 Zašto? Zato 👇 #PostaloOzbiljno https://t.co/DMvvygWOk3",Not Sure,Other,
1222394985980387328,"LOOK: A Filipino living in Wuhan China recorded this video around 12nn. “Leidi” says some shops opened &amp; everyone wears a facemask. 

When asked if she wants to go home to PH: “No, kahit wala akong sakit, galing ako sa contaminated area.”

She adds there is no need to worry. https://t.co/G08FLOcm6w",Pro-Mask,Multiple,
1285114413406728193,It's about time we join forces together to fight fake med on the global market https://t.co/WnEwfkOerM,Unrelated,English,
1270720848387661827,"@MyFaithRadio Hi - UK Christian Artist Rob Halligan is releasing his new song, The Other Side, on the 22nd June. Written in Lockdown, the video is out now. https://t.co/vMP55rfO4v Happy to send a download link
#lockdownhymn #newmusic #ChristianMusic #MakeADifference",Unrelated,English,
1294428912542416896,"Putting PPE to good use at home:  When good friends drop off a box of Carolina Reaper Ghost Chili peppers because they know you like hot stuff 🔥🔥🔥.
You make Ghost Pepper Sauce at home! 
N95 mask
Double Gloves
Eye Goggles
Full Exhaust https://t.co/SVJCZU2zM2",Pro-Mask,English,
1276204683577585664,"@ananavarro Lord have mercy.... The ""All Lives Matter"" crew refusing to wear masks...so I guess all lives matter except yours and mine. Social Darwinism conjoined with stupidity equals our covid stats",Pro-Mask,English,
1291974180687273986,"@moebym @grantstern If you wear a mask and social distance, you don't have to worry about what anyone else is doing and you'll be just fine.  That's the whole point of these measures, isn't it?",Anti-Mask,English,
1294896810406883328,Since we're in a pandemic wear your mask https://t.co/3zFwhlyWSC,Pro-Mask,English,
1272269546712264704,"@realDonaldTrump You're STILL yakking about this?

I live in Seattle. People aren't talking about it much because Seattle hasn't been ""taken over"". 

Try to do something useful. How about helping the country get N95 masks and more test kits? Over 117,000 Americans have died of Covid now.",Pro-Mask,English,
1293996392566927360,"@scrowder Covid victims rising from the dead 😂

Why not?",Unrelated,English,
1281275504184737792,"@KMacTWN @JAshlynBell I'm not going to debate but don't forget some counties have had 3 total cases since this entire pandemic began, without mandatory masks.  We've been social distancing and being smart.  I am worried about people from GTA and other hotbeds coming to our beaches and infecting people",Anti-Mask,English,
1244813991823552513,"@btsbbyong PAS COVID DAH REDA, WE GONNA MEET OKAY? 😠😠❤

ih cuyung2 kitaaaaaa T______T kangen banget nangisssss",Unrelated,Multiple,
1259560673715073030,"@lackeychris61 @mikebravodude @AwakenedOutlaw Looks like I'm someone who does research

I'm not affiliated with the WHO and I actually don't really like how they've handled the pandemic with their advice on masks and all that",,English,
1295863801112178688,"""terduga corona, cutting tidak stop""
ya maklum, umbi umbian og",Not Sure,Multiple,
1235188885413646336,"Agree with this . Krn pngalaman aku stay korea pas awal” case di korea mlai naik mmg masker tu perlu buat preventif . Krna org lain blm tntu aware. Tapi jg jgn parno smpe nimbun. Yg Wajar aja. Kalian ga akan mati karna corona kalo imun kalian bagus #KoreaFighting
#KoreaHwaiting https://t.co/E72YD6yU7m",Not Sure,Multiple,
1281088517909733376,I am so sorry. Everything about Covid-19 sucks. https://t.co/uuIk6xeD76,Unrelated,English,
1286170638374313984,"@JonasOlssen_ @Renee53211 True. That is they bash real treatments like Vitamin D, Vitamin C, and HCQ, and promote fake solutions like masks, social distancing, and shutting down businesses. It's all just stuff that causes fear.",Anti-Mask,English,
1278883229194350592,@hkmett51 You don’t think it’s ironic that Trump says not to wear a mask unless you fucking buy it from him? Pathetic.,Pro-Mask,English,
1234928932836737024,"texas we might have coronavirus now but dont let that stop u from voting ,, slap on a facemask and hit the polls!!!!!",Pro-Mask,English,
1237377700203057154,@realDonaldTrump Please shut Pompeo up for the time being so that we can import face masks from China. Keep your dog at check!,Pro-Mask,English,
1263844514038333440,How one of Big Pharma’s most corrupt companies plans to corner the COVID-19 cure market https://t.co/Yh6CxLHIhT,Unrelated,English,
1296301386028777472,"WI state mandate to wear masks.  Today, Hobby Lobby cashier with a faceshield and no mask and a customer wearing his mask under his nose. Last Sunday at laundromat, some ppl doing laundry with no masks - washing them? Exercising their right against protection and common sense. 😒",Pro-Mask,English,
1283793223497003009,#NoMask  #NoMasks https://t.co/Jx9552cIn8,Anti-Mask,English,
1239561334242631682,Museum Workers Search for Clarity on Payments After Institutions Shutter Due to Coronavirus Concerns https://t.co/FuGoqM3ZMD via @artnews,Unrelated,English,
1269207933700780033,I mean there is no way Ashley Roberts and tubby hasbeen Jamie Theakston are a real couple.. right?? So why is she wearing her pyjamas..? https://t.co/8gypiIQ6RV,Unrelated,English,
1284195537034543104,".@ChrisMurphyCT We don’t have a President instead have a Preschooler in Chief.  Like a 3 yr old, says what “he wishes was true” when caught in a lie or does something wrong. But unlike a Preschooler, #Trump LIES KILL INNOCENT CITIZENS. He DOESN’T LEAD, HE LIES. RAMP UP TESTING! https://t.co/PpiMMCw48J https://t.co/GVENRQPMXI",Unrelated,English,
1264873472519528449,football fans wearing masks during 1918 pandemic https://t.co/1IkO4VSc0T,Pro-Mask,English,
1272317487418429440,You can be sick and tired of the coronavirus all you want ... but it won't care.,Unrelated,English,
1298603609261834246,"KAPOLSEK KERTAJATI DAN ANGGOTA BAGIKAN MASKER KEPADA WARGA DAN BERIKAN HIMBAUAN UNTUK DISIPLIN PROTOKOL KESEHATAN DIMASA PANDEMI COVID 19. - POLRES MAJALENGKA, Sebagai upaya Pihak Polri di jajaran Polsek Kertajati Polres Majalengka Polda Jabar... https://t.co/E3bswLyc9a",Not Sure,Other,
1277347579966046209,Would someone please ask this woman to read the notice on the boxes of masks...  she's another one who thinks they can stop mosquitoes with a chain link fence... and improve health by decreasing oxygen.... https://t.co/0PFjcBL3Rz,Anti-Mask,English,
1289107455016804355,"@jinksterz @ggintheland @AveryKeelan @iliveasnatalie And I am willing to wear a mask all day, just like my mom who works in a hospital does.",Pro-Mask,English,
1276893479440875520,Apparently the government moved a bunch of people with cases from a prison with cases into a prison with 0 cases. This was intentional. https://t.co/fPUeXkNaPJ,Unrelated,English,
1271281858051928066,40.000 mortos e Bolsonaro incentiva seus seguidores a invadir hospitais e filmar se os leitos estão ocupados. Esse presidente é um genocida!!!! Espero que quem tente fazer isso seja preso!!! #ForaBol卐onaroGenocida #BolsonaroAcabou #coronavirus,Not Sure,Other,
1278451862316990466,Wear your damn mask #COVIDー19 https://t.co/IWo9xY6846,Pro-Mask,English,
1282778411321094145,". If this means looking out for your fellow man, let's do it. Wear a mask, wash your hands. Please. We need to stop the spread and the complete devastation Covid has the ability to bring.",Pro-Mask,English,
1226530108330012672,"Everywhere of my feeds they are selling mask this that. Surgical mask, N95 mask or whatever mask u call them out there in the market. I mean...selling is one thing. But broadcasting them on repeat is seriously problematic dude. Especially when u’re selling them triple the price!",Pro-Mask,English,
1281218126353440774,They are still maintaining social distancing. They don't expect people to work out with masks on. Cont..,,English,
1297232127214460928,I’m at that level of the pandemic where I don’t easily trust someone with a disposable face mask. I’m questioning their commitment. The voice in my head is getting weirder and weirder,Pro-Mask,English,
1288472032464850946,Just wanna say all my friends made fun of me for wearing masks but the second the pandemic started it was “Steppin out in the Ari fit” smh smh smh,Pro-Mask,English,
1236138104655761414,"#Italy - 450 health workers in the Veneto region have been in quarantine.
#WashingtonState #seattlecovid19 please note. Restricting use of masks to health workers put them and their patients at risk.

#COVIDー19 #COVID19italia #Coronavirusitaly #Covid19usa",Pro-Mask,English,
1224534302509035520,"The City of Manila distributed face masks for its daycare pupils and teachers, as a safeguard against #coronavirus Thank you Mayor @IskoMoreno and VM @HoneyLacuna #ManilaGodFirst #BagongMaynila https://t.co/niwjDrhCMC",Pro-Mask,English,
1274505553214009344,"@petebrodricknz @nzherald ""One factor in New Zealand’s success in eliminating Covid-19 has been the willingness of the government to respond quickly to mistakes and to listen to expert advice. I think this episode illustrates that again.”
Prof Sir David Skeggs 20 June 2020
The Guardian",Unrelated,English,
1288188840683933697,@gcraige Only people with the flu wear masks during flu season.  I never had anyone tell me to wear a mask to prevent the flu.,Anti-Mask,English,
1259255898612150274,Unexpected benefit of social distancing and wearing a mask in public: I haven't heard a strange man tell me to smile in MONTHS.,Pro-Mask,English,
1292952311916924929,Cases are rising in BC… and they still plan to send kids to school in one month. 🤬😷 #WearAMask,Pro-Mask,English,
1235273975334395906,"Want to protect yourself from the #Coronavirus, yet still cut a dash on public transport? Then why not invest in a General IMmune Protector mask? Upgrade to the full suit for a free chain which attaches to the handrails. https://t.co/RrHIHvt9wy",Pro-Mask,English,
1237055447787548678,@MaskaraCEC Imagina se a Dilma enfrenta um Corona Vírus e um periodo e desaceleração da economia mundial?,Not Sure,Multiple,
1270817260504879105,"Infectious Disease Expert Dr. Wenzel joined us today for a Virtual Roundtable. He shared #COVID19 updates, what to wear during protests + more. Watch the replay + review the notes: https://t.co/PmqCZ1rGb2",Pro-Mask,English,
