Tweet ID,Full Text,Mask Sentiment,Language
1267225233301200896,Do I make a protest shirt for work tomorrow so that even while I’m working I can show my support for those out there protesting for us workers. I swear covid buisness hours are peak protest hours it sucks,,
1299536597965185034,"@jrdblades @CA_Husker_Amy @kylamb8 I actually hate the mask.  I can’t wait until the pandemic is over, I probably burn it, but just trying to do my part so everything doesn’t have to close down again.  If you watch the video you would see that.",,
1275505723049250816,"Previously I had doubt, but this is clear  Covid-19 is such an international level conspiracy. top leader wants people suffer and face depression and rule. 

Say for example, #PatanjaliAyurved  announced #CORONIL and immediately banned. Sucks ! 
 @yogrishiramdev",,
1274696309824356355,"@ResisterSis20 @joncoopertweets Yeah, Trump is basically in free fall, or maybe a nosedive in ratings... What did people expect?  The guy is making people sign waivers so they wont sue if they get corona virus and not requiring masks... But dont too get overconfident, theres alot of time until election day...",,
1305725889951326208,"@realDonaldTrump Selective.   Trump failed to lead.  His task force had pence in charge, not a professional.  He failed and continues to downplay the risks and discourages mask use.  Most agree that had had instituted a national mandate to wear masks and social distance, fewer would die.",,
1289990900672794624,"@DanPatrick @POTUS @realDonaldTrump German Study just completed on Serious Psychological &amp; Physical Harm(Drop in Immunuity) of Mandatory Mask Orders! It is time for Trump to Issue an Executive Order Banning FORCED wearing of Masks by Private or Public Entities. END COVID #FakeFauci Lies!
https://t.co/Xe64ybZtIN",Anti-Mask,English
1279647401087627265,"Prayers for a speedy recovery @FreddieFreeman5!

Take this as an example. Freddie is a high performing athlete, who per his wife ""never gets sick"". They quarantined their family, interacted with very few people ... and he still got sick. Stay home if you can! And wear a mask! https://t.co/FKp5MXMI64",,
1280343236884791298,"@ananavarro America will never get control of this virus with idiots like this!  There should have been nationwide ordinances to wear masks and maintain social distancing months ago and lives could have been saved! Also, those who don't comply should be fined and arrested!!!",Pro-Mask,English
1283640957028536321,#earthquake #coronavirus #TrumpIsNotWell #Trump2020LandslideVictory #MewSuppasit #gold #goodmorning #doglovers #Colombia #PLEDGE #PlayStation5 #MusicBlog #BuyGoya #bancodeseries #QArmy #GOT7 #QAnons #twitterhacked #facemask #gym #ZaynMalik #Yone #FreePalestine #HushpuppiArrest https://t.co/tk29A4gLcE,,
1284887521575542784,"@MANOMACHINE @gemmaod1 @99freemind Yes!
If caught COVID has 4% chance of killing [605,357 out of 14,447,820] and assuming an underlying condition the cause of these, the fatality rate could be just 2% which is like seasonal flu making masks unnecessary and logic derived from maths.
https://t.co/VG1d2aVRPt",,
1285501757385310208,"It hasn't been a good pandemic for  neoliberalism, the grinning skull philosophy turned out to be useless when the world faced a real crisis. There was no Uber, but for public health emergencies, no AirICU. So much economic activity revealed as parasitism. https://t.co/nQsFI0F7tC",,
1272481131552800768,"Keeping in view the challenges that can be faced by underdeveloped countries, Prime Minister Imran Khan’s vision has been to enforce a “smart lockdown” amidst the COVID-19 pandemic. For public safety he continues to get only the hot spots sealed.

#PMIKFightingForNation https://t.co/MK1tAgoqzo",,
1306190228659613699,@DrDenaGrayson We cant force voters to wear masks until COVID-19 vaccines are deployed. There is a shortage of workers trained and experienced in immunization logistics. https://t.co/3xlgsZgh5U,,
1299714929113661442,"Went to The Mall. Truly shocked, huge number of people without face covering. No crowd control or social distancing 
Security not stopping people.

Parking and toilet were overcrowded.
No point having fancy signs if no one give a toss about it

@wfcouncil #COVIDー19 @MPSWForest",,
1308332105638662144,"@NoahCarl90 A few things which may play a part:
1. Mask wearing cultures, because they have experienced SARS before.
2. More O blood type, which has been found to be protective against COVID.
3. More authoritarian governments, that can enforce stricter rules.",,
1278597298046398464,@GeetaK__ shocking!!! .. NEET aspirant say so .. !!! u need to wear in hospitals for hours together .Mask is protective. we cannot afford to loose a year.and no body knows about peak of pandemic. now situation under control. if not now then it is not this year,,
1309055006050529281,"@impongo22 Do actually believe your mask is protecting anybody should we wear gloves and glasses, you’re sucking up a government propaganda from a Conservative party that’s not even being held responsible for the laws they’re putting on the books.",,
1301366731861090307,@madreundercover @CompletelyUp @SueRMichael @TrumpWarRoom @realDonaldTrump What? Pence doesn’t wear a mask like the sheep,Anti-Mask,English
1295148354591174656,@Wawa Advise me he cannot say anything to him only manager can. Now I don’t want wear a face mask. Actually I hate it! But it’s because of people like this donut man that corona is still running rampant! Please do something about this! This is not acceptable!! #wearamask,,
1297588507968512000,"Other than telling us the coronavirus is highly contagious, I can’t think of one single thing they’ve told us that I totally believe.
Remember how they said coronavirus is destroyed in the heat? 
First it was all about surfaces now it’s all about the air.
Most masks are useless!",,
1226283969387417605,@jczuleta $ALB’s ‘control’ we shall see/hear in year-end results/call how pricing negotiatons went for BQ LiOH in particular. I believe $SQM sets low end #china carb &amp; $ALB follows. #Ganfeng gunning to over-take $ALB as #1. Has a shot. But all face new volume OEMs which exert price power.,,
1279440211156652032,Mask ordinance went into effect yesterday so my favorite restaurant with outdoor seating and a stage cancelled all live music. I refuse to wear a mask outdoors so I'm restricted from the entire city of Dayton. I'm feeling freer by the minute! 🇺🇲🇺🇲🇺🇲,,
1306254729270312967,"Herd immunity is a mistake, but the lazy &amp; inept are plowing ahead w calling it the solution to the COVID problem.

Face it, it's #Trumpspeak for ""throwing in the towel"" because finding a real solution is complicated, requires real mental prowess, &amp; oh yeah... waiters hate masks",,
1282714163618279424,"@LilySZhao You keep on doing what your doing.  Face masks should be worn for the protection of others!  I cannot believe people still say they don’t have to wear them , cause it’s a free country.  Yes it’s free, put your face mask on because you want to help others.",,
1301101572126986241,@GMB @piersmorgan @Piers_Corbyn @piersmorgan boasted about buying a new freezer to stock up before lockdown and his wife bought masks. Why did he panic if there's no issue? #piersmorgan,,
1255299479441494018,"Today on #TrumpCoronaVirusFailures: The head of #CoronaTaskForce is above wearing a mask bc “I’m tested on a regular basis. Since I don't have #coronavirus, I thought it'd be a good opportunity for me to be here, to speak to these researchers.” WOW 😳 
https://t.co/zWBMvsnCtD",,
1287156879378935809,"@RealPhilJones1 @philipsknowlton When I am required to enter a Walmart, I will be wearing a mask. Even when this COVID stuff is done.",,
1280995136734932999,"@Justin_Gurr @kinsellawarren Masks are virtually useless, the filtration level does not stop a virus as a virus has such small micron measurement. 
We need to maintain social distancing, that is sufficient to curb the virus.",,
1283252337742577664,"@thehill Parents if you want your kids to go back to in person school, put on your mask. Until coronavirus is under control your kids are staying home with you",,
1277707046117236736,"@ClariceCloopMD @IntenselyGinger @dougducey @uarizona @UAZHealth @UArizonaPres @FoxNews A Darwin-approved addendum to the Hippocratic Oath.

If they don't care enough about you or your family to wear a flipping mask, then why......

(Just kidding, BB. But, seriously, holy crap, wear a mask! Clarice's job is hard enough w/o the unforced errors as well....)",,
1282271355283468288,"Are we all in this together?'
Police investigate packed out trial rugby game.

WHAT WE ARE ALL ""IN"" TOGETHER IS A STASI POLICE STATE!

Stick with masks, distancing, testing, lockdowns and 
WE CAN KISS OUR FREEDOMS GOODBYE!

COVID-19 IS NOT DANGEROUS!
GOVT POWERS ARE!

#auspol https://t.co/sDEQytaeiw",Anti-Mask,English
1297317939083788289,"@PastorDScott @StacyLStiles Biden might employ the formerly incarcerated criminals released due to COVID as mask enforcement.

What could go wrong??????",,
1310753394508922885,@GovLarryHogan I call BS on Covid cases rising. I think it is all political. I still don’t know one person in MD who has had Covid but sheeple in my town walk alone with masks on which is absolutely ridiculous!!!!!!!!,Anti-Mask,English
1286425599687503872,@Jackied15846926 @KGoaman @simondolan The one time I was forced to wear a mask I had to take it off to go downstairs otherwise I would have fallen. I now don't go to that cinema due to the forced mask rule. Guess I could have sued them had I fallen as it would have been their fault for making me wear it,,
1289695649412374529,"@s_e_girard I concur w/ @Breeze_CA 
1) Police shouldn’t be enforcing by-laws.
2) Police doing this is exerting influence &amp; intimidation on a law abiding citizen.
3) The by-law applies to indoors.
4) It’s about control.

#cdnpoli #onpoli #abpoli #bcpoli #qcpoli #COVID19 #MasksOff https://t.co/ZLfcMDbQmw",,
1303079368462340102,@LexyLoveJLT Here in NW Florida most of us do not wear masks. I wouldn’t know about Walmart tho; I stopped going their after their mask mandate. I go to Winn Dixie now and they have a mask mandate that they do not enforce. Only see the workers wearing them there so I choose to shop there,,
1285618710993141760,@ashevillejam I hate that for you! It’s crazy that a business doing the business of healthcare can’t figure out the need for masks during this pandemic 🤯,,
1282389695792664577,"We distributed a lot of masks this morning in Baton Rouge!

The most important thing we can do right now is wear a face covering and get tested.

Free surge testing for COVID-19 ends Saturday July 18. Register now: https://t.co/dimv7dYndd

#GeauxGetTested #MaskUpEBR https://t.co/pTAGREAelH",Pro-Mask,English
1269622901029793793,"Everything you say, you contradict with your actions🙄

I’m a feminist” you say, but you fire women who challenge you and you grope them. “Support the Arm forces” you say, but you challenge our vets in court. “Fight racism” and you wear Blackface. Etc, etc, etc. #trudeaulied https://t.co/NcJVuyAZLg",,
1275049743308251138,"@AndyBurnhamGM @cmmid_lshtm we need to take a good look at what we’re doing locally.
Public transport: who’s enforcing the law on face coverings very few people seem to be wearing them.
Social distancing:
Who’s policing it theres no enforcement of the law  @AndyBurnhamGM  want to assume responsibility?",,
1288595852941025280,"@JenkinsSucks If you wearing a mask prevents the CV from leaving your oropharynx, why would I need to wear a face shield to protect my eyes and mucous membranes??? Your mask works, right? Right!??!🤦🏻‍♀️",,
1270770941627432961,"@AllEarthlings @Doodisgirl @WoodyHarrelson @PayRespectsF No they would not. Time to realize this.
We already have:
.stay home-alone
.wear a (useless) mask
.no public gathering for Trump rallies...riots, looting and carnage o.k.
.do not go to the office/work
....
YET
prople encouraged to turn in [offenders]
jails emptyied
WHO IS FREEnow",,
1273665182598705157,"AH I'M SAD, BUT THAT'S UNDERSTANDABLE. CONTINUE WEARING MASKS, BE SAFE WHEN GOING OUT PLEASE. COVID SUCKS... https://t.co/UdGJlumKzM",,
1291814864860700672,"@JerryInTheDMV @Shoq @ihateiceman High School kids need rules, directions and structure.  You can not expect them to be told wear a mask and social distance and for it to just happen. Especially if they are from a family that doesn't wear masks. The entire school, kids, parents, staff need to be on the same page",,
1307762193782300672,@TheRickyDavila Some governments are taking the pandemic seriously; in Indonesia anti-mask people are forced to dig the graves of Covid victims; can you imagine the uproar by the MAGA Morons if they were forced to do that? Perhaps a dose of reality is just what they need! https://t.co/SPYVZ1Pmit,,
1284296115890851841,"The morons talking about their freedom and the constitution aren’t even smart enough to use 3 syllable words. Wear a mask. And if you are too selfish and ignorant to do that, stay home. No one wants your business.",,
1295294884908154880,"A covidiot is someone who goes against all the safety regulations and decides to shelter themselves in their unconventional ways. So for being a covidiot @YadavTalasani is getting some free masks and sanitizer

@DonitaJose @agasthyakantu @Paul_Oommen @NallulaHere @PulseTelangana https://t.co/ltmsc5TkPr",,
1286393420575997952,"I think these people should be ashamed of themselves , children are very difficult to force to do anything have you ever tried o get a child to wear a hat , that is a ridiculous thing to try and fine people over , I think no body should wear a mask and see if they can fine or https://t.co/sYedM6wBrT",Anti-Mask,English
1304175836896153610,"@bonnienorman If you can’t wear a mask due to medical condition, I can’t let you risk your life around me. Please order whatever you need online or send a friend.",,
1265490155634405376,Enforcement update during last 24 hours. Follow the provisions related #Lockdown #ContainmentZones responsibly. #StayHomeStaySafe #SocialDistanacing #WearMask @odisha_police @DGPOdisha @CharanMeena_IPS https://t.co/eUqaruWNQd,,
1281287705964490757,"For all the “why are masks mandatory, this is my freedom” people...What does the government gain from forcing you to wear a mask?",,
1288336823333289984,"""Use of PPE for protection from COVID-19 virus not enforced by management. Some employees are not wearing gloves, masks, or sanitizing."" - Casa Ole in Conroe, Texas reported on Jun 03",,
1293820465379782663,"@jme_rbt @MelAR05 @ElonBachman I think that can be true. But I think you'll find that a lot of the people questioning the tactics used to fight Corona (lockdowns, masks, etc) tend to look a lot like ""sheep"" on normal days. i.e, they don't mind conforming to societal norms. Soccer moms, biz owners, teachers...",,
1298378933373677568,The same people who spew “Do what you’re told” are the same people who refuse to wear a mask because they are limiting my “freedom.” Please STFU you hypocrites!,,
1285490173606862848,"With students returning to school, and many workers now back in the office, there's a new push to force everyone on NSW public transport to wear a face mask. @ccroucher9 #9News https://t.co/a0O1xUbyrg",,
1301397950531170304,"@blackflagrule @BadStudent_ @ivaderer I don’t think any country is even close to recovering economically, just look at US, currently no.1 ranking with most cases, Korea closing to an outbreak in its second wave, Japan still uncontrollable, so based on ur logic our govt is actually doing a good job.",,
1293387684010917888,"Suck my dick🤣🖕🏼 thats the closest thing to a mask you getting me to wear, fuck outta here. https://t.co/UYJ7tEKw89",Anti-Mask,English
1230262567068524545,Fighting Stigma :  Benefits of China trade truce 'limited': Fed officials: The truce with China as well as the new continental free trade pact with ... The ex-NRL player littered his Facebook page with photos of his children ... https://t.co/rnEJvTtgvO,,
1286197283718037504,"@realDonaldTrump 1. You're NOBODY'S favorite President you loser.
2. You have no right to call this the China Virus.
3. Your constant downplaying of maskwearing has cost 145,000+ American lives.
4. Multiple medical experts say we can control the virus in as little as four weeks. WEAR ONE!",,
1279819593633222676,"@onlytruthhere @83Woodsie @realDonaldTrump Maybe the Chinese working with 3M, Can invent a new filter mask that is needed for the most serious virus of all , Liberal hate speech syndrome.",,
1305715879632609293,"@mark248am Don’t go by the symptoms, there are many factors that determine the severity/symptoms. Just do what the good Samaritans would do, self isolate and wear a mask if forced to mix and mingle. These days everyone’s an epidemiologist. 😅",Pro-Mask,English
1309992756857548800,"@HammerToe @estherk_k Fr. Daniel Nolan, FSSP: ""If you don't stand up now, and say 'I'm not gonna wear a mask, I'm not gonna submit to this fear and this control,' you will lose everything. This is our last chance to stand up &amp; resist. https://t.co/qWUNnzZvG8",,
1273809243708305408,"@anthonydellomes I know he wants to be self-centered but if there wasn't for a deadly pandemic, I would wear one to symbolize my hate for Trump. Right now it's to stop the spread of a virus he enabled.",,
1294186949947920384,"@alexcooper81 Help #Teachers &amp; #Students forced by trump into #coronavirus classes

please visit https://t.co/WgvcATKvYP =&gt;Share&lt;=

20 dollars buys 5 masks &amp; 1 Face Sheild, per student per week #TeachersLivesMatter 

#VetsResistSquadron #FBR #Resisters #Dems #ResistersUnite #StrongerTogether",,
1277443426133442562,"As COVID-19 surges, country star Chase Rice plays packed concert for thousands of mask-free fans https://t.co/gim0aC2SWl",,
1278608694926872576,"(Some Doctors On Front Lines Of Coronavirus Pandemic Face Pay Cuts, Wage Freezes | NBC News NOW) 

https://t.co/CWPd7heLpR

Published on Correct Your Health https://t.co/sMbYVJTbde",,
1273956020562296833,"935 tonnes des aides médicales envoyé par notre #Emirats 🇦🇪🇦🇪 🌿vers 65 pays dans le but de renforcer leurs efforts pour faire face à l’épidémie #Corona et limiter sa propagation .
#StayHome 
#coronavirus https://t.co/oNL5nrCyCy",,
1291765551644041216,"This is what so many people fail to see because they are living in manufactured fear. Masks aren’t biologically useful on a population level, they have evolved into symbols that visually reinforce fear and division. #WearADamnMask https://t.co/VVnaQ5pX80",,
1298377042396721152,"@Miche11eW Hey, Michelle. Every customer is expected to wear a mask and we're sorry to hear it's not being enforced. We'll forward this on now.",,
1228511988193599488,"@n_na98 @nerdyOme Look it up on the Center for Disease Control (CDC) website. And start wearing a face mask. Use hand sanitizer often with at least 60% alcohol. Anytime you wash your hands, do so for no less than 20 seconds with soap.",,
1293898795181195269,"I'm 60+
Smoke Cannabis
Dr. prescribed
&amp;
licensed by the state!
I don't have #COVID19!
Because I
#StayHome &amp; #StaySafe 
Wear a mask &amp; social distance!
I AM AN AMERICAN
(My father retired US Air Force)
#ThisIsAmerica 🇺🇸‼️
🚫RUSSIA‼️
&amp; THOSE ARE FACTS!
My facts NOT a study!
WTFacts? https://t.co/xFHd4XCcRC",,
1285348244671823873,"@mitchellvii Trump says wearing a mask is patriotic.  The CDC, the Marxists(dems) msm mandate that masks are useless in 3...2...1... https://t.co/XSgrS68LOu",,
1276018285192986625,"@KTNV bUt iM nOt A sHeEp

 i WoNt wEaR iT 

iT dOeS mOre hArM tHaN gOoD

i hAvE wAiVeR fRoM mY dOcTor

sTaY hOmE iF yOu aRe aFrAiD 

iTs jUsT tHe fLu

wHaT aBoUt tHe pRoTeStErS

biLl gAtEs 5g hILlArY oBaMaGaTe sCaMdEmIc

i HaVe a MeDiCaL cOnDiTiOn https://t.co/nwMI3JH6UR",Anti-Mask,English
1306433821026418694,@FINALLEVEL Im a Floridian...if I see these ppl ima smack the shit outta them. Only in America would a mask turn into a freedom issue. Ppl are fucking clowns. Go throw away that tracking device you are tweeting on. Go tell someone who has lost a loved one Covid is a hoax.,,
1272953161855102977,Shocking 😒 This is what happens when you open early and don’t enforce masks. How about you do something @dougducey https://t.co/4xMfkpwOv4,,
1253145329890983937,With Selective Coronavirus Coverage China Builds a Culture of Hate - The New York Times https://t.co/gmqLKX9xEX https://t.co/maSKPoTYZP,,
1294769172065460227,"In Chicago, a Shooting Forces Systemic Inequality to the Surface https://t.co/s1TK1Gq12G via @RollingStone 
Racism creeps to the forefront in Chicago.  It's our other pandemic and it's crying for a remedy.",,
1284840895909486594,"I am a professional #Graphic #Designer .If you #need. You can hire me at  Fiverr
https://t.co/vO1jsnSfaM
#SocialistSunday Dad Bod #VoteBlueToEndThisNightmare
#WearAMask #FreeThemNow #WearAMask https://t.co/Fo4IGVaoSP",,
1304011985235980288,@garyhollowhead @BrendaGaeta2 @stimpyismycat @JustVent6 @realDonaldTrump Half a year later we all (well most of us) realized it’s not all that deadly. I would never wear a mask if I wasn’t forced to and literally everyone I know feels the same way. I don’t know a single person who is actually afraid of covid right now. Leave your echo chamber,,
1286847592169709568,"@seanhannity NY State Liquor Authorities walked into a local establishment, checked to see if everyone was social distancing &amp; wearing masks if not seated, checked bar tabs for food, then asked to see last Friday’s dinner hour security tapes! Cuomo is out of control! Help us dear Lord",,
1287451160912175104,"@SgtBrown001 @NikkiEagle4 @TCButz13 Yeah, it's the assumption from you Covid deniers that the rest of us ""just don't want freedom"" is the kind of backwards thinking that led America to almost 150k deaths.

But maybe you think those Americans were expendable.

Protesters are wearing masks.

🤷🏽‍♂️",,
1299764360982609920,@TheJimCornette @TonyKhan Agreed Jim. There's a time place for everything. If I knew I was having a problem controlling my language I would simply stay home from a TV taping. It's as simple as not wearing a band shirt to a funeral or knowing your audience otherwise. Basic human decency shouldn't be hard.,,
1302196729157160961,“Open up are country again we need to get the economy booming but no I won’t wear a mask to this safely i need my FREEDOM I am BRITISH not a muzzled dog 🇬🇧🇬🇧🇬🇧” https://t.co/In5EHUGfzU,Anti-Mask,English
1306783533835456516,"Luca~ 
Photoshoot for my coming Krav Maga manual ""Body Weapons and Strikes"". The manual comes free for all my students along with FREE videos of each technique.
No Social Distancing or Masks.
https://t.co/4bxQsPL4WP",,
1292067421235433472,"@DerekSloanCPC I wear a mask because I could be asymptomatic. I want to be part of the solution, not the problem. The government doesn't control me and I can contribute to society as an adult with consideration for other people to make the world a better place. What does this say about you?",,
1284369954091880449,"@DanaRBrown16 You should use this  for the free the nipple campaign, lol!

But in all seriousness, if you are at risk of getting or spreading disease, you should wear a mask. I wear a massive heavy one when I fight fire, its hot AF, but I wear it. They should make it law in USA",,
1274402085715480576,"* Facebook Scam * Law enforcement agencies are cautioning of a new #Facebook scam after a report of a victim being taken for $1,600 by fraudsters. #ScamAlert #DailyVoice https://t.co/tE5rrWPrdP",,
1306637649839419392,"Peru mandated masks on April 7th; extremely early, before even Miami &amp; LA. They had an early lockdown with strict curfews, and stepped up mask enforcement in May.

So why does their case curve look like this, when they've been using the mask vaccine for so long? https://t.co/wp8iv8m1WB",,
1293697914271936524,And when his deputies get COVID I hope they personally sue him for endangering their lives. No one should be able to force others to chose life or their job. #WearAMask #Trump2020 #WearADamnMask  https://t.co/YyRqxcxIEv,,
1291208003983736834,@realDonaldTrump is free to leave @Twitter @Facebook at any time. They’re private businesses- you know like the anti #LBGTQ bakers who refuse to make a wedding cake for a Gay couple? #trump can go rant in the GOP safe cesspool @parler_app. https://t.co/zpe2HUAlak,,
1304951577971585024,"can't wait until the Earth is COVID FREE, we can now then go out of our houses, meet with our friends and love ones, go travel to places, and throw away our face masks and shields and say, WE'RE NOW COVID FREE, waaa imagine...🙁💚",,
1282722648196132864,"Call 211 for FREE TESTING information and locations.😷
#Covid19
#KernCounty
#MaskUp
#StayHome
#StaySafe 
#CovidCrisis https://t.co/UvOM4pGNJn",,
1290808487941939203,Johnson County's Board of Health unanimously passed a potentially-enforceable face-covering mandate at its special meeting Tuesday evening. https://t.co/IyXZ5ri3Mt,,
1296557974459158529,"@HormonalChic @itsJeffTiedrich @realDonaldTrump He said it was a hoax. He downplayed it. He ignored instructions left behind by the Obama administration in case there's a pandemic of any kind. He encouraged ppl not to wear a mask. He said they had it under control when in fact 1,000 ppl a day are dying. That's a good job?",,
1310073332570697735,"@svan71 @RealJamesWoods I hate to interrupt the Scumbag's important breaking news, but the nut jobs on the left side of the image need to wear a mask &amp; social distance or not ;). Btw, more than half of States are experiencing a drastic uptick in Covid cases. Stay safe! Believe! https://t.co/FjEvfstxY3",,
1287385690460872704,"@realDonaldTrump Crazy Nancy, Sleepy Joe, Dems are watching from the sidelines. COVID-19 is the opponent, with the surge, it is winning. Republican Governors had one chance to get the pandemic in control &amp; blew it. No mask, tracing or treatment. This can lose 2020 Presidential Election.",,
1297916485218840578,"#AIxMUSIC Hackathon announcement open to #Datascientists, #computerprogrammers, #graphic and #interfacedesigners, #musicians, #projectmanagers and any other professionals. #arselectronica20   #free #StayHome #StaySafe #Hackathon #artificialintelligence 
https://t.co/eGacZH2Ddy",,
1299748552231579650,"@Evidence_Pleez @JBurrellVdC5d @CNY315_ @RadioFreeTom @FrancisTheSailr Indeed.

Tens of thousands are peacefully protesting police violence and racial injustice.  Almost all wearing masks.

A few hundred are storming capitol buildings, breaking down doors with assault rifles to protest lawmakers from enacting mask ordinances.

Yet we wear seatbelts.",,
1272999080751443968,"I really am concerned about people today. I know we all want to be free and all that, but folks are everywhere with no masks, not practicing social distancing like … whatever....You do not have the RIGHT to spread deadly diseases.   There is no cure... no vaccine.... people????",,
1263555723352571913,@SimonetheIcon Technically everywhere has at least one case especially retail stores. At Amazon they heavily enforce the social distancing and make you wear masks the entire shift or you can get reprimanded or even fired.,,
1293706414402273280,i swear to fuck i hate people so much just fuckimg wear a mask its literally proven to work and youre fucking stupid for not doing it i hate americans https://t.co/4VF3mZ3USS,,
1284568141339725826,"@DrRobDavidson @BeauMattLaFave @LeeChatfield @realDonaldTrump @GOP If you want: this pandemic to be controlled; our kids to SAFELY return to school; our economy to  rebound, listen to our medical experts, not those with self-serving, political agendas.  Listen to @DrRobDavidson succinct message to #WearAMask #MasksSaveLives #Floridacoronavirus",,
1286636016246362112,"Well what a surprise- several supermarkets, coffee shops &amp; other businesses aren’t going to enforce the wearing of face masks, will these places actually attract people who don’t want to wear masks bec they have problems thinking for themselves, #COVID19 #facecovering #2ndwave",,
1303402682732994560,The WORLD is behind. This should be mandatory globally. We can be forced to wear a mask but not to fucking recycle. https://t.co/8pIGpKwsEw,,
1285249557085945856,"Countries who wear masks without sulking like entitled teens, who hate their parents telling them what to do, have far fewer cases per population. Not sure what kind of evidence you’re after, specifically, but preventing death should be worth a shot, no? https://t.co/8OAZfge6Z9 https://t.co/iNbfBIXNar",,
1283113888746287106,"This is where I live. On #LongIsland in #SuffolkCounty. This is why, even though I might seem paranoid and crazy, I'm being super controlling about where my Mom goes and what she does. We have too many hoax-believing anti-maskers on the island. #COVID19 https://t.co/gGZBe0Qmt9",,
1273663540545458177,"Well well!  I wonder HOW many tests are done at the White House each day so Trump  doesn’t have to wear a mask. COVID owns him.               Arizona sheriff who said he wouldn't enforce the state's stay-at-home order has tested positive for Covid-19
https://t.co/2fpKqA3j4Z",,
1278051595297517569,"Trump; is a genius but you can't see his grades
* is healthy but you can't see his medical reports
* pandemic is under control but you can't talk to Dr. Fauci
* has millions COVID-19 tests but you can't find any
* has masks but you can't have them
1/2 https://t.co/IvCEfHzXxN",,
1297328156337004544,"(7/8) when an infected individual is either symptomatic OR asymptomatic, it is more difficult to control and identify it within the population. Because of this, it is extremely important to take measures to socially distance, wear a mask, and if infected, take part in contact",,
1280226505495175168,"@WiddleTomato @OregonGovBrown https://t.co/Wqhf3qACqH

They are so sanitary and spittle free ... of course you should feel ""safe"" wearing them.",,
1279196181600645123,@JuliansRum @GovAbbott Youve been given your directive. This is how you think now magat. Welcome to the world of science &amp; reality! TIME TO WEAR A MASK SHEEPLE!!,,
1282326850119839745,"President Trump, however, has declined to wear a mask at news conferences, coronavirus task force updates, rallies and other public events. https://t.co/luXqJPnqhT",,
1281221800848957440,@ShirinGrondin @JimWatsonOttawa Good thing no one on earth gives a rats ass about your respect.  I dont have to wear a mask you sheep.,Anti-Mask,English
