Tweet ID,Mask Sentiment,Language,Source File
1223008081698750464,Unrelated,English,2020-01_general
1222344335338983426,Unrelated,English,2020-01_general
1221325245031698432,Unrelated,English,2020-01_general
1221419013353304064,Unrelated,English,2020-01_general
1220837537599627267,Unrelated,English,2020-01_general
1222822667364945921,Unrelated,English,2020-01_general
1221371245205176325,Unrelated,Multiple,2020-01_general
1223001341376651265,Not Sure,Multiple,2020-01_general
1222462308107972612,Not Sure,Other,2020-01_general
1221379312701575169,Unrelated,English,2020-01_general
1222562902554677250,Unrelated,English,2020-01_general
1221118662867869698,Unrelated,English,2020-01_general
1221404611577360384,Unrelated,English,2020-01_general
1221435244517216256,Unrelated,English,2020-01_general
1222848949264011267,Unrelated,English,2020-01_general
1221989851907551232,Unrelated,English,2020-01_general
1223282294720540673,Unrelated,English,2020-01_general
1219910239375568896,Unrelated,English,2020-01_general
1222922593268723712,Not Sure,Multiple,2020-01_general
1221983652013199360,Unrelated,English,2020-01_general
1220091513964781568,Anti-Mask,English,2020-01_general
1221246243931901952,Unrelated,English,2020-01_general
1221700650221875201,Unrelated,English,2020-01_general
1220614552393412608,Unrelated,English,2020-01_general
1220606201983111168,Unrelated,English,2020-01_general
1222957729582604291,Unrelated,English,2020-01_general
1221524742139547654,Unrelated,English,2020-01_general
1223361615501774848,Unrelated,English,2020-01_general
1221571667614322688,Unrelated,English,2020-01_general
1223363453370404866,Unrelated,English,2020-01_general
1220227484777508865,Unrelated,English,2020-01_general
1222160112535711744,Unrelated,English,2020-01_general
1221757241960751104,Unrelated,English,2020-01_general
1222218937955426304,Unrelated,English,2020-01_general
1221341007113019392,Unrelated,English,2020-01_general
1221609211316051969,Unrelated,English,2020-01_general
1222271564055531521,Unrelated,English,2020-01_general
1221880564392833024,Unrelated,English,2020-01_general
1223196253116403712,Unrelated,English,2020-01_general
1221662331525971968,Unrelated,English,2020-01_general
1222510983098380289,Not Sure,Other,2020-01_general
1221910005068320768,Unrelated,English,2020-01_general
1222096005593616384,Unrelated,English,2020-01_general
1221966136885026817,Unrelated,English,2020-01_general
1223190526201077762,Unrelated,English,2020-01_general
1220871821572132865,Unrelated,English,2020-01_general
1221090408924663810,Unrelated,English,2020-01_general
1220219024207990784,Unrelated,English,2020-01_general
1221300549095763970,Unrelated,English,2020-01_general
1221957474682470401,Unrelated,English,2020-01_general
1221041018713399297,Unrelated,English,2020-01_general
1221985535729852416,Unrelated,English,2020-01_general
1221545026003460096,Unrelated,English,2020-01_general
1223188067038658561,Unrelated,English,2020-01_general
1223135141884657664,Unrelated,English,2020-01_general
1221403387037732866,Unrelated,English,2020-01_general
1221333511627345920,Unrelated,English,2020-01_general
1222375732455903233,Unrelated,English,2020-01_general
1221000368370438144,Unrelated,English,2020-01_general
1220795700729933824,Unrelated,English,2020-01_general
1220795144359858177,Unrelated,English,2020-01_general
1223299984231141378,Not Sure,Other,2020-01_general
1222453670610075648,Unrelated,English,2020-01_general
1223144642532859905,Not Sure,Other,2020-01_general
1222352502990897152,Unrelated,English,2020-01_general
1223128770392944645,Not Sure,Other,2020-01_general
1221976200509317121,Unrelated,English,2020-01_general
1223057067805573120,Unrelated,English,2020-01_general
1222349480755810305,Not Sure,Other,2020-01_general
1221748500964220928,Unrelated,English,2020-01_general
1222511598780108801,Unrelated,English,2020-01_general
1223223625148456961,Not Sure,Other,2020-01_general
1222253875345928192,Unrelated,English,2020-01_general
1220361735846158343,Unrelated,English,2020-01_general
1220353892514521088,Unrelated,English,2020-01_general
1221917400221679617,Unrelated,English,2020-01_general
1220927941300744193,Unrelated,English,2020-01_general
1221196173450498049,Unrelated,English,2020-01_general
1221498612485505024,Unrelated,English,2020-01_general
1220976439442452480,Unrelated,English,2020-01_general
1219946876620898311,Unrelated,English,2020-01_general
1220935748074950656,Unrelated,English,2020-01_general
1221671666771607552,Unrelated,English,2020-01_general
1222117761557516299,Unrelated,English,2020-01_general
1221092195089805312,Unrelated,English,2020-01_general
1222155900082966528,Unrelated,English,2020-01_general
1222516297411416064,Unrelated,English,2020-01_general
1222923575893667847,Unrelated,English,2020-01_general
1222694261444841472,Unrelated,English,2020-01_general
1222283544912977922,Unrelated,English,2020-01_general
1221330784881008640,Unrelated,English,2020-01_general
1221925149923930112,Unrelated,English,2020-01_general
1221649348066304000,Unrelated,English,2020-01_general
1222498327247368192,Not Sure,Other,2020-01_general
1221395330144575494,Unrelated,English,2020-01_general
1222414032642068480,Unrelated,English,2020-01_general
1221066351508213762,Neutral,English,2020-01_mask_related
1223010357108727809,Pro-Mask,English,2020-01_mask_related
1221876222721953798,Anti-Mask,English,2020-01_mask_related
1221137670803341312,Pro-Mask,English,2020-01_mask_related
1222132057222078465,Pro-Mask,English,2020-01_mask_related
1222146876998287360,Pro-Mask,English,2020-01_mask_related
1221819910847787008,Anti-Mask,English,2020-01_mask_related
1222712878723162112,Pro-Mask,English,2020-01_mask_related
1222493418951270402,Anti-Mask,English,2020-01_mask_related
1223219125444472832,Neutral,English,2020-01_mask_related
1223219964963848192,Neutral,English,2020-01_mask_related
1223365672983502848,Pro-Mask,English,2020-01_mask_related
1222533455877046272,Pro-Mask,English,2020-01_mask_related
1221843155194015747,Neutral,English,2020-01_mask_related
1221515192120565762,Pro-Mask,English,2020-01_mask_related
1221845373528035329,Neutral,English,2020-01_mask_related
1223340801587056643,Neutral,English,2020-01_mask_related
1222643843100823552,Neutral,English,2020-01_mask_related
1222626986541113344,Neutral,English,2020-01_mask_related
1223141533236334594,Neutral,English,2020-01_mask_related
1222459410254942208,Neutral,English,2020-01_mask_related
1221789723515129856,Anti-Mask,English,2020-01_mask_related
1221236368954839040,Pro-Mask,English,2020-01_mask_related
1221079501385297921,Pro-Mask,English,2020-01_mask_related
1220682630825418752,Neutral,English,2020-01_mask_related
1222138217941565445,Pro-Mask,English,2020-01_mask_related
1221895576972693505,Pro-Mask,English,2020-01_mask_related
1220943530937315329,Pro-Mask,English,2020-01_mask_related
1221196010694811649,Neutral,English,2020-01_mask_related
1223297848894197763,Neutral,English,2020-01_mask_related
1220974270035054592,Pro-Mask,English,2020-01_mask_related
1221072437942480896,Pro-Mask,English,2020-01_mask_related
1222271822357393408,Neutral,English,2020-01_mask_related
1221861153514541056,Neutral,English,2020-01_mask_related
1222306808720527360,Pro-Mask,English,2020-01_mask_related
1220904812360826882,Pro-Mask,English,2020-01_mask_related
1222621231347830785,Pro-Mask,English,2020-01_mask_related
1222089315745878016,Pro-Mask,English,2020-01_mask_related
1223153482720366592,Neutral,English,2020-01_mask_related
1222092327469977600,Pro-Mask,English,2020-01_mask_related
1221843308634427393,Neutral,English,2020-01_mask_related
1220891618590412802,Neutral,English,2020-01_mask_related
1221412513293766658,Pro-Mask,English,2020-01_mask_related
1221109206792540164,Neutral,English,2020-01_mask_related
1220692530553147392,Pro-Mask,English,2020-01_mask_related
1222687668305219585,Neutral,English,2020-01_mask_related
1221769350035558401,Neutral,English,2020-01_mask_related
1220359066259615747,Neutral,English,2020-01_mask_related
1220729085648953345,Pro-Mask,English,2020-01_mask_related
1222389192338165760,Unrelated,English,2020-01_mask_related
1222234001542238208,Pro-Mask,English,2020-01_mask_related
1220982694193975296,Pro-Mask,English,2020-01_mask_related
1223383876136919040,Pro-Mask,English,2020-01_mask_related
1222111487185113088,Pro-Mask,English,2020-01_mask_related
1221766596399468544,Pro-Mask,English,2020-01_mask_related
1223394886960975872,Neutral,English,2020-01_mask_related
1223174216264159232,Neutral,English,2020-01_mask_related
1221756044310790145,Pro-Mask,English,2020-01_mask_related
1222420398647672832,Pro-Mask,English,2020-01_mask_related
1222516578261954560,Pro-Mask,Multiple,2020-01_mask_related
1221101226869157889,Neutral,English,2020-01_mask_related
1222680112853868545,Pro-Mask,English,2020-01_mask_related
1222777093324300289,Neutral,English,2020-01_mask_related
1221960386234077184,Pro-Mask,English,2020-01_mask_related
1222195762127200257,Pro-Mask,English,2020-01_mask_related
1222565199128993792,Anti-Mask,English,2020-01_mask_related
1221677332286431232,Neutral,English,2020-01_mask_related
1221990432155951105,Pro-Mask,English,2020-01_mask_related
1221476896828874752,Anti-Mask,English,2020-01_mask_related
1223272291766661120,Neutral,English,2020-01_mask_related
1222386044533800960,Anti-Mask,English,2020-01_mask_related
1222129973768515584,Pro-Mask,English,2020-01_mask_related
1221985912621395968,Anti-Mask,English,2020-01_mask_related
1222401663358709760,Pro-Mask,English,2020-01_mask_related
1222754381889712128,Neutral,English,2020-01_mask_related
1221948419545206784,Anti-Mask,English,2020-01_mask_related
1223358195797639168,Pro-Mask,English,2020-01_mask_related
1222901052992737285,Neutral,English,2020-01_mask_related
1222883966283239425,Anti-Mask,English,2020-01_mask_related
1221232472094056454,Pro-Mask,English,2020-01_mask_related
1222832452969861121,Pro-Mask,English,2020-01_mask_related
1223229079513526272,Neutral,English,2020-01_mask_related
1222197654370652160,Neutral,English,2020-01_mask_related
1221827174593966083,Anti-Mask,English,2020-01_mask_related
1222276842440265730,Pro-Mask,English,2020-01_mask_related
1221591565195337728,Neutral,English,2020-01_mask_related
1220545410571350027,Neutral,English,2020-01_mask_related
1222688026394087424,Neutral,English,2020-01_mask_related
1221353188629995521,Pro-Mask,English,2020-01_mask_related
1221300251467796480,Pro-Mask,English,2020-01_mask_related
1222194625827364869,Pro-Mask,English,2020-01_mask_related
1223038523290210304,Anti-Mask,English,2020-01_mask_related
1221516844747628546,Pro-Mask,English,2020-01_mask_related
1222384661449428992,Neutral,English,2020-01_mask_related
1222476795196387328,Neutral,English,2020-01_mask_related
1222011515781271553,Pro-Mask,English,2020-01_mask_related
1219915653227794432,Pro-Mask,English,2020-01_mask_related
1222951898388393986,Pro-Mask,English,2020-01_mask_related
1222207832855957506,Anti-Mask,English,2020-01_mask_related
1221023444403281920,Neutral,English,2020-01_mask_related
1221369682478936064,Pro-Mask,English,2020-01_mask_related
1222169205622984715,Pro-Mask,English,2020-01_mask_related
1222066958775934976,Pro-Mask,English,2020-01_mask_related
1223317452672716802,Neutral,English,2020-01_mask_related
1221039882807775232,Neutral,English,2020-01_mask_related
1222483300037558273,Neutral,English,2020-01_mask_related
1221782937869471748,Pro-Mask,English,2020-01_mask_related
1222523335268945920,Not Sure,Multiple,2020-01_mask_related
1223116396885766146,Pro-Mask,English,2020-01_mask_related
1223217085301452805,Neutral,English,2020-01_mask_related
1221620377702543360,Neutral,English,2020-01_mask_related
1222878293461913602,Neutral,English,2020-01_mask_related
1222229424063438848,Neutral,English,2020-01_mask_related
1222900970314555394,Pro-Mask,Multiple,2020-01_mask_related
1222146780000747520,Pro-Mask,Multiple,2020-01_mask_related
1221487830527905793,Unrelated,English,2020-01_mask_related
1222709618675089409,Anti-Mask,English,2020-01_mask_related
1221854605144805376,Neutral,English,2020-01_mask_related
1222409578316550145,Pro-Mask,English,2020-01_mask_related
1220524412471873536,Pro-Mask,English,2020-01_mask_related
1222949537926582275,Neutral,English,2020-01_mask_related
1223267946295975936,Pro-Mask,English,2020-01_mask_related
1221150912414015488,Neutral,English,2020-01_mask_related
1222849869804523521,Pro-Mask,English,2020-01_mask_related
1223288974308831232,Neutral,English,2020-01_mask_related
1223194002385596416,Pro-Mask,English,2020-01_mask_related
1222319821389324288,Neutral,English,2020-01_mask_related
1222668340377812992,Pro-Mask,English,2020-01_mask_related
1220915913290969089,Neutral,English,2020-01_mask_related
1222304567079133189,Neutral,English,2020-01_mask_related
1222858359126351875,Pro-Mask,Multiple,2020-01_mask_related
1221904586224492549,Anti-Mask,English,2020-01_mask_related
1222881842019176449,Not Sure,Multiple,2020-01_mask_related
1222662046648389632,Pro-Mask,English,2020-01_mask_related
1221246854479982593,Anti-Mask,English,2020-01_mask_related
1220526336952782850,Pro-Mask,English,2020-01_mask_related
1221170675483738112,Pro-Mask,English,2020-01_mask_related
1221985661936234496,Unrelated,English,2020-01_mask_related
1221105630028668929,Pro-Mask,English,2020-01_mask_related
1221656684667363329,Pro-Mask,English,2020-01_mask_related
1222551903331991552,Pro-Mask,English,2020-01_mask_related
1222228079868661760,Pro-Mask,English,2020-01_mask_related
1223318520991305728,Pro-Mask,English,2020-01_mask_related
1220954020023418880,Pro-Mask,English,2020-01_mask_related
1222875492698640386,Not Sure,Multiple,2020-01_mask_related
1222804843158355968,Pro-Mask,English,2020-01_mask_related
1221977022647267328,Pro-Mask,English,2020-01_mask_related
1223247100508393475,Neutral,English,2020-01_mask_related
1221918302852665344,Neutral,English,2020-01_mask_related
1221992082648133632,Pro-Mask,English,2020-01_mask_related
1221351024541061121,Pro-Mask,English,2020-01_mask_related
1221653582371487744,Pro-Mask,English,2020-01_mask_related
1221041567156170753,Pro-Mask,Multiple,2020-01_mask_related
1221610979617800200,Neutral,English,2020-01_mask_related
1221993864350724096,Neutral,English,2020-01_mask_related
1222253685050245120,Neutral,English,2020-01_mask_related
1220767212354465792,Pro-Mask,English,2020-01_mask_related
1223243449970745346,Neutral,English,2020-01_mask_related
1220591009966346242,Neutral,English,2020-01_mask_related
1222719049802534912,Neutral,English,2020-01_mask_related
1222388516283240448,Anti-Mask,English,2020-01_mask_related
1222370372219277312,Pro-Mask,English,2020-01_mask_related
1221905801578573824,Pro-Mask,English,2020-01_mask_related
1221567865104584704,Neutral,English,2020-01_mask_related
1222435098793955329,Pro-Mask,English,2020-01_mask_related
1221956974369214464,Pro-Mask,English,2020-01_mask_related
1221305256941846528,Pro-Mask,English,2020-01_mask_related
1221541361645686784,Pro-Mask,English,2020-01_mask_related
1222891424405835777,Pro-Mask,English,2020-01_mask_related
1222900283472146442,Neutral,English,2020-01_mask_related
1221392832063295488,Neutral,English,2020-01_mask_related
1221237023358537728,Neutral,English,2020-01_mask_related
1223137071377698816,Not Sure,Multiple,2020-01_mask_related
1223165411534852096,Not Sure,Multiple,2020-01_mask_related
1221492010319851522,Pro-Mask,English,2020-01_mask_related
1221898318701199360,Neutral,English,2020-01_mask_related
1222512756626161665,Anti-Mask,English,2020-01_mask_related
1220907301491503104,Pro-Mask,English,2020-01_mask_related
1221060103568351232,Pro-Mask,English,2020-01_mask_related
1220514222024491008,Pro-Mask,English,2020-01_mask_related
1222127448218726401,Pro-Mask,English,2020-01_mask_related
1222869105528668160,Neutral,English,2020-01_mask_related
1223191585749270528,Neutral,English,2020-01_mask_related
1220986805404819457,Pro-Mask,English,2020-01_mask_related
1222121884894081024,Neutral,English,2020-01_mask_related
1222986989680631813,Neutral,English,2020-01_mask_related
1220951513050140672,Pro-Mask,English,2020-01_mask_related
1222761399337803783,Neutral,English,2020-01_mask_related
1223048646498955264,Pro-Mask,English,2020-01_mask_related
1223120197235593223,Not Sure,Other,2020-01_mask_related
1223336503255814144,Neutral,English,2020-01_mask_related
1220718241636671488,Pro-Mask,English,2020-01_mask_related
1222771669535604736,Pro-Mask,English,2020-01_mask_related
1222232202806562816,Pro-Mask,English,2020-01_mask_related
1220678899941560321,Neutral,English,2020-01_mask_related
1222661741986766848,Pro-Mask,English,2020-01_mask_related
1223356060880134145,Pro-Mask,English,2020-01_mask_related
1223243303329468416,Pro-Mask,Multiple,2020-01_mask_related
1221537653167812608,Pro-Mask,English,2020-01_mask_related
1233579281122578432,Unrelated,English,2020-02_general
1223837741777145856,Not Sure,Other,2020-02_general
1226069820107612160,Unrelated,English,2020-02_general
1228726516353101829,Unrelated,English,2020-02_general
1230673193129652227,Unrelated,English,2020-02_general
1230571004906364928,Unrelated,English,2020-02_general
1231898394089619457,Not Sure,Other,2020-02_general
1226910398575775747,Unrelated,English,2020-02_general
1229111193945755648,Unrelated,English,2020-02_general
1226416077900537857,Not Sure,Other,2020-02_general
1225640007903236103,Unrelated,English,2020-02_general
1225324812345565184,Not Sure,Other,2020-02_general
1227176439713153026,Unrelated,English,2020-02_general
1225268483614793731,Unrelated,English,2020-02_general
1228423958590038016,Unrelated,English,2020-02_general
1223951638144208896,Unrelated,English,2020-02_general
1225848375205146626,Unrelated,English,2020-02_general
1230006809873788928,Unrelated,English,2020-02_general
1228058037434363905,Not Sure,Other,2020-02_general
1223931936751652866,Unrelated,English,2020-02_general
1233767744514019330,Unrelated,English,2020-02_general
1227829060862083072,Unrelated,English,2020-02_general
1233045601832534016,Not Sure,Other,2020-02_general
1227499541206667266,Unrelated,English,2020-02_general
1227684689521053697,Unrelated,English,2020-02_general
1229487297277677569,Unrelated,English,2020-02_general
1224225538744520704,Unrelated,English,2020-02_general
1224046936514289665,Not Sure,Other,2020-02_general
1225131439882153986,Not Sure,Other,2020-02_general
1229590880731848704,Unrelated,English,2020-02_general
1229653930876919810,Unrelated,English,2020-02_general
1233236361274101760,Unrelated,English,2020-02_general
1224855170267303936,Not Sure,Other,2020-02_general
1225301819586420737,Unrelated,English,2020-02_general
1228885752873807874,Unrelated,English,2020-02_general
1232190825351827456,Unrelated,English,2020-02_general
1232742685217259521,Not Sure,Other,2020-02_general
1223995320041906177,Unrelated,English,2020-02_general
1230826988375552000,Not Sure,Other,2020-02_general
1229912571148480512,Not Sure,Other,2020-02_general
1228610912828915712,Not Sure,Other,2020-02_general
1224182119829733376,Not Sure,Other,2020-02_general
1223802787605049344,Not Sure,Other,2020-02_general
1224938222750441472,Unrelated,English,2020-02_general
1226519638885822464,Not Sure,Other,2020-02_general
1224739359510929408,Not Sure,French,2020-02_general
1227973952993210368,Not Sure,Other,2020-02_general
1227933046214733825,Unrelated,English,2020-02_general
1223940172250861570,Not Sure,French,2020-02_general
1233535310438584320,Not Sure,Other,2020-02_general
1231851638454878208,Not Sure,Other,2020-02_general
1225768930322604035,Unrelated,English,2020-02_general
1227270468534587392,Unrelated,English,2020-02_general
1229019971583242240,Unrelated,Multiple,2020-02_general
1228177309963673607,Not Sure,Other,2020-02_general
1230604349384032256,Not Sure,Other,2020-02_general
1228043268912504833,Not Sure,Other,2020-02_general
1230848046235299841,Unrelated,English,2020-02_general
1226519873964138496,Not Sure,Other,2020-02_general
1224882335201529857,Unrelated,English,2020-02_general
1225936174989971456,Unrelated,English,2020-02_general
1226745161167720448,Unrelated,English,2020-02_general
1230022433652039680,Unrelated,English,2020-02_general
1225589541190455297,Unrelated,English,2020-02_general
1228395507619250178,Unrelated,English,2020-02_general
1225862909487697920,Unrelated,English,2020-02_general
1227041605523267585,Unrelated,English,2020-02_general
1228352278035173382,Anti-Mask,English,2020-02_general
1229442771863212034,Not Sure,Other,2020-02_general
1224912894426435584,Unrelated,English,2020-02_general
1225183346247909376,Not Sure,Other,2020-02_general
1230004660401950723,Unrelated,English,2020-02_general
1224583585589534720,Unrelated,English,2020-02_general
1228183594079645703,Unrelated,English,2020-02_general
1233506555284393985,Unrelated,English,2020-02_general
1228417406126690304,Unrelated,English,2020-02_general
1233830260208259073,Unrelated,English,2020-02_general
1231816099529838593,Unrelated,English,2020-02_general
1232609514538569728,Unrelated,English,2020-02_general
1228627441922531328,Not Sure,Multiple,2020-02_general
1232156672153571328,Unrelated,English,2020-02_general
1225795898141077504,Not Sure,Other,2020-02_general
1224855957823533056,Unrelated,English,2020-02_general
1224303418724048896,Not Sure,Other,2020-02_general
1225223855951634432,Unrelated,English,2020-02_general
1228160346558476288,Unrelated,English,2020-02_general
1233195094985072642,Unrelated,English,2020-02_general
1230591013120548866,Unrelated,English,2020-02_general
1225322393247395842,Not Sure,Other,2020-02_general
1232672744321490944,Not Sure,Other,2020-02_general
1231897318452072448,Unrelated,English,2020-02_general
1225078338672349184,Not Sure,Other,2020-02_general
1229872401179201537,Not Sure,Other,2020-02_general
1232158336226738176,Unrelated,English,2020-02_general
1229638073383882753,Not Sure,Other,2020-02_general
1227840592920633344,Unrelated,English,2020-02_general
1225447479899906049,Not Sure,Other,2020-02_general
1223714714812932097,Unrelated,English,2020-02_general
1233710213749854210,Unrelated,English,2020-02_general
1227686334728458241,Unrelated,English,2020-02_general
1233796481045364738,Unrelated,English,2020-02_general
1233567670777237504,Unrelated,English,2020-02_general
1233286331645775873,Unrelated,English,2020-02_general
1228083325505540096,Unrelated,English,2020-02_general
1230497274570117120,Unrelated,English,2020-02_general
1229271020042772480,Unrelated,Multiple,2020-02_general
1226343600574722049,Not Sure,Other,2020-02_general
1227704244440096771,Not Sure,Other,2020-02_general
1233676336901873664,Unrelated,English,2020-02_general
1228287252498771969,Unrelated,English,2020-02_general
1224405050191118338,Unrelated,English,2020-02_general
1227586937202126848,Unrelated,English,2020-02_general
1230585311769616386,Unrelated,English,2020-02_general
1227173282291572736,Unrelated,English,2020-02_general
1228155645150539777,Unrelated,English,2020-02_general
1225525420109574144,Unrelated,English,2020-02_general
1228742371480870912,Not Sure,Other,2020-02_general
1233748855914713089,Unrelated,English,2020-02_general
1227599934867853313,Unrelated,English,2020-02_general
1223557842940153857,Not Sure,Multiple,2020-02_general
1231213039686443008,Not Sure,Other,2020-02_general
1228881165614014466,Unrelated,English,2020-02_general
1226597897044709376,Not Sure,Other,2020-02_general
1232457580804366336,Unrelated,English,2020-02_general
1224750660463333379,Not Sure,French,2020-02_general
1229200504976105472,Unrelated,English,2020-02_general
1233782644778971136,Unrelated,English,2020-02_general
1225365437497708545,Unrelated,English,2020-02_general
1228142542102781952,Unrelated,English,2020-02_general
1229084076956684291,Unrelated,English,2020-02_general
1231066301180907520,Unrelated,English,2020-02_general
1227703761495318528,Unrelated,English,2020-02_general
1226505776832712705,Not Sure,Other,2020-02_general
1227958146330656769,Unrelated,English,2020-02_general
1232677221371871233,Not Sure,Other,2020-02_general
1225294801320329216,Unrelated,English,2020-02_general
1225636074472394753,Unrelated,English,2020-02_general
1223966230547193857,Unrelated,English,2020-02_general
1225368419878367236,Not Sure,Other,2020-02_general
1227923762970087425,Unrelated,English,2020-02_general
1227953291796967425,Not Sure,Other,2020-02_general
1226244932177932289,Unrelated,English,2020-02_general
1226106467452964867,Unrelated,English,2020-02_general
1224244234770841600,Not Sure,Other,2020-02_general
1233260842004643843,Unrelated,English,2020-02_general
1226434450025672704,Unrelated,English,2020-02_general
1231097288908345344,Unrelated,English,2020-02_general
1226925276166266881,Not Sure,Other,2020-02_general
1226241869509623808,Unrelated,English,2020-02_general
1229514084577615872,Not Sure,Other,2020-02_general
1223967567053590528,Unrelated,English,2020-02_general
1223610732794740741,Not Sure,French,2020-02_general
1233564694205599744,Unrelated,English,2020-02_general
1229179911241392128,Not Sure,French,2020-02_general
1229624576407154689,Not Sure,Other,2020-02_general
1229054380860678145,Unrelated,English,2020-02_general
1224888469601816576,Not Sure,Other,2020-02_general
1227618286365499393,Unrelated,English,2020-02_general
1232049685302562816,Unrelated,English,2020-02_general
1230556138506076163,Unrelated,English,2020-02_general
1231926817147191298,Unrelated,English,2020-02_general
1226777975850491904,Neutral,English,2020-02_general
1228925377835237379,Unrelated,English,2020-02_general
1230032910218072068,Unrelated,English,2020-02_general
1226708993759825920,Unrelated,English,2020-02_general
1233567660375465984,Unrelated,English,2020-02_general
1233430851469357056,Not Sure,Other,2020-02_general
1225415523950723072,Unrelated,English,2020-02_general
1223788643376078848,Unrelated,English,2020-02_general
1228215728785879041,Not Sure,Other,2020-02_general
1227162729560956928,Unrelated,English,2020-02_general
1232872682024316928,Unrelated,English,2020-02_general
1229278249794113536,Unrelated,English,2020-02_general
1232672189737992197,Unrelated,English,2020-02_general
1223958199314931712,Unrelated,English,2020-02_general
1233606279190523905,Unrelated,English,2020-02_general
1230555737895518208,Unrelated,English,2020-02_general
1226871793933279233,Unrelated,English,2020-02_mask_related
