Tweet ID,Full Text,Mask Sentiment,Language,Source File
1220413817055842306,"#nCoV2019 is not currently a global health emergency, ""but it may yet become one,"" says @WHO DR @DrTedros. https://t.co/s5bBf15FMd",Unrelated,English,2020-01_general
1220381749798109190,"""Millions in lockdown as coronavirus fear grips Wuhan and surrounding cities""  https://t.co/RfBJV78bvo",Unrelated,English,2020-01_general
1223181048386899969,Corona virus is now a global emergency and we here making memes🤷🏽‍♀️,Unrelated,English,2020-01_general
1220947042089889793,@pennywiseisbae_ @Yvonne95072410 @pektusinmo @greefenery @FTopakyo @Andre07132000 @MyRizalPH @shalala_k @BembangBiik @satabingsapa @humintulok @Tagabundok4 @RejBallesteros @jovienaje @sofiacclvi @PehtraPunisher @appleUs71526449 @3583580J @raselsods @olimcauco @Gabgrielle @ukinamshet @dzrj2009 @EggTarTisYummy @SyLicoNgaAko @BrujaDelDemonio @oranj2 @lenirobredo @JayBatongbacal @FDPascual @FMangosingINQ And interesting analysis on Wuhan novel corona virus spreading. https://t.co/0sqpbh4oYp,Unrelated,English,2020-01_general
1222017754263359488,Singapore-listed Sasseur REIT shuts China malls as Wuhan virus spreads https://t.co/lJ5I5gOjLp,Unrelated,English,2020-01_general
1223069971032543232,"I get it we have another epidemic on our hands, but pull up with some shit like this and I will beat your ass
If you really wanna protect yourself or the 65 million people that could possibly be affected, do some real shit about it rather than this form of racism thx https://t.co/ZNXl5gxQOu",Unrelated,English,2020-01_general
1220612561294385156,"""The robot, equipped with a stethoscope, is helping doctors take the man's vitals and communicate with him through a large screen""

https://t.co/X5FOCiXDTI",Unrelated,English,2020-01_general
1223200728078045184,"@Kate_M_Proctor why can they not tell us if they have been to china ? if they have ok fair enough they got it there... if they have not , well they got it here from people that already have it... so very key information to understand how much there is here already. very dodgy.",Unrelated,English,2020-01_general
1221411126677655552,BBC News - China coronavirus: Road blocks and ghost towns https://t.co/oAWM5yCGCq,Unrelated,English,2020-01_general
1222511368248545282,@BKN_7102 @TVPatrol Lahat na lang ng nagdadala ng sakit dito sa pilipinas galing china.,Not Sure,Other,2020-01_general
1220465144750379015,"@DrEmeruemJnr Halo!, there is your unroll: Thread by @WHO: LIVE: Press conference on the Emergency Committee meeting on new #coronavirus (2019-nCoV)… https://t.co/VcEurCLlxs. Share this if you think it's interesting. 🤖",Unrelated,English,2020-01_general
1221754341607870465,You can’t get coronavirus if you drink lots of Coronas and build up a tolerance. #TheMoreYouKnow,Unrelated,English,2020-01_general
1221904069188558852,"@ayyTristanKay Stop using trending hashtags to gain a social following for unrelated material. It's a pretty douche thing to do. I came here to look at burgers, not coronavirus.",Unrelated,English,2020-01_general
1222468200262139905,"@MUDDLAW China is not going to reveal the actual number of coronavirus cases: they have an economy to protect.
So even at this ""early"" stage we don't know the gravity
and extent of the crisis. Very concerning.",Unrelated,English,2020-01_general
1221887586425360388,Mapping the coronavirus outbreak https://t.co/qwk0UDqoDV,Unrelated,English,2020-01_general
1221090110680305665,"A marathon, expected to bring in 70,000 people to Hong Kong, was canceled after five cases of a virus from the coronavirus family were confirmed. https://t.co/MszjDloYBD",Unrelated,English,2020-01_general
1222826087840915457,if i got the coronavirus i would simply just not die,Unrelated,English,2020-01_general
1222176911343923206,@CP24 China has 4500 cases in a country of 1.4b people. It's still quite a small outbreak,Unrelated,English,2020-01_general
1221543966224588802,Similar growth curve appearing on fatalities for #coronavirus https://t.co/6NqDAMAIrr,Unrelated,English,2020-01_general
1220795726478946306,"@WILDKRAZYBLONDE Bonjour, you can read it here: Thread by @SaRaAshcraft: I think people are missing the most glaring point here... Pun totally intended. Coronavirus =… https://t.co/WLhEWREi1j. Have a good day. 🤖",Unrelated,English,2020-01_general
1220967185000157184,@villanuevatatum @dallasjoint I’m walking around the house like this https://t.co/aEQiKNnREf,Unrelated,English,2020-01_general
1222077681811980288,"RT @hongkong_news: HKFP: Wuhan coronavirus: Hong Kong asks employers to let staff work from home, as leisure facilities close until further notice https://t.co/hOIM8Uz5c4 https://t.co/zJLEQHEZNg",Unrelated,English,2020-01_general
1222392772872687616,@luisspreciado I hope that you will not lose your watermelon and lose your sesame. The real effective way to solve the epidemic is for the people of the world to work together to develop a vaccine and fight against the disease.,Unrelated,English,2020-01_general
1222214841395548160,"After one of the calmest periods we've seen in years, volatility is back thanks to the #coronavirus. 

We give our thoughts on things here ... 

https://t.co/i0cHBelMn5",Unrelated,English,2020-01_general
1222231790313787392,"CNBC’s Jim Cramer: Here comes the panic, but don’t rush to buy the Novel #Coronavirus dip  https://t.co/G85epewjNZ  #Healthinnovations #pharma #banking #stocks #Brexit via @MarketWatch",Unrelated,English,2020-01_general
1220699444783435776,Why is the PH gov't. not issuing a complete travel ban against China?? This is an alarming increase from Wuhan to 13 cities now affected by the virus. https://t.co/RBfJ6pUc2y,Unrelated,English,2020-01_general
1221871106187046912,"""The mass [Wuhan] #quarantine, announced on 23 January, pens in more than 35 million people across the nation. @nature spoke to three researchers about what it’s like to be inside #Wuhan right now.""
https://t.co/Xtu4ags7Ao
#nCoV2019 #2019nCoV",Unrelated,English,2020-01_general
1221686856976424960,"#report #Researchers #coronavirus originated in bats and spread to humans through the civet cat, which was sold in wildlife markets and eaten as a delicacy in southern China. 
Why should islam told about halal food in #Quran",Unrelated,English,2020-01_general
1221089191590674432,"Please help to trend this🙏🏻
#티오피_팬미팅_취소해
#엠비케이_팬미팅_취소해
#플레이엠_팬미팅_취소해
#포켓돌즈_팬미팅_미뤄 
#아티스트_보호해_스케줄_취소해
#모든아티스트_스케줄_취소해
We ask TOP, MBK, PlayM to cancel/postpone the fanmeetings due to Corona virus outbreak in Korea🙏",Not Sure,Multiple,2020-01_general
1223176459843403776,"North Korea postpones plans to tear down South Korean-made hotels and other facilities at the North’s Diamond Mountain resort to prevent the spread of a new virus that has reached the South after sickening thousands in China, @KimTongHyung writes. https://t.co/4KfbqG2c98",Unrelated,English,2020-01_general
1222736873157734401,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia | NEJM https://t.co/ylzHVaa26A",Unrelated,English,2020-01_general
1223026593729335298,I’m sorry but why the hell are they still letting people travel out of China? Why risk endangering the world,Unrelated,English,2020-01_general
1220932094060367874,"@CholericCleric Go thru this thread on if you please #Wuhan #CoronaVirus  ... concise info Chronologically 
https://t.co/bQu0OYonbv",Unrelated,English,2020-01_general
1221306546207879168,"ഹോ
Coronavirus outbreak LIVE Updates: Death toll in China rises to 56; over 2,000 cases confirmed
https://t.co/j4mncL3NXw

#RepublicDayIndia",Unrelated,English,2020-01_general
1222076063066382336,"Guys I think we’re gonna be ok. 

We Just need the chadcoronavirus to step up and get the situation back under control. 

#coronavirus #nCoV2019 #WuhanCoronovirus 

#betauprising https://t.co/5XCuYqNBeE",Unrelated,English,2020-01_general
1221943399831437317,"New Article: Earnings Watch: Apple and AMD to take earnings stage amid coronavirus fears, stocks’ sudden swoon 

https://t.co/KLgV76qZ2o 

#WallSt January 27, 2020",Unrelated,English,2020-01_general
1223041240201080832,"@Pat_Potvin @patriot_north Trudeau has been denied his life's goal,a UN Security Council seat. Russia and China said NO. So he bankrupted Canada for nothing.",Unrelated,English,2020-01_general
1223307473265840128,"5 Million Cases Worldwide, 650,000 Deaths Annually: The Seasonal Flu Virus is a “Serious Concern”, But the Wuhan Coronavirus Grabs the Headlines https://t.co/yaClMpxsdQ via @grtvnews",Unrelated,English,2020-01_general
1220837035793096709,Virus “can remain on objects” = stop all #imports from China until this thing is under control or until we’re all dead or #Amazon will be delivering boxes of #coronavirus to a residence near you.  #WuhanCoronovirus #China @seeinginfrared @starljones https://t.co/dAxJPJ5Ob6,Unrelated,English,2020-01_general
1223372888192872450,"Although the U.S and China have found a way forward on trade negotiations, a clear path for U.S.-EU trade is getting slightly more complicated. https://t.co/XyC3nPA9bg",Unrelated,English,2020-01_general
1222053352395149314,"Since No Crimes Exist, It Must Be Dismissed, Owen Shroyer Arrested on Capitol Hill For Silent Protest, China CORONAVIRUS Thousands Flee To Guam, Hong Kong Declares State Of Emergency, &amp; Cannabis Industry to Add $145m Per Day to Bitcoin? https://t.co/6PkjfYLAq9",Unrelated,English,2020-01_general
1221681590213857280,"Give up its direct Control of the Chinese Red Cross organization, since everything is now blocked by this group for their own benefits, and even resell it to the Wuhan communities as CCP's own profits! (2/2) https://t.co/MLa20NywsF",Unrelated,English,2020-01_general
1221936408803172353,"Ever our immigration officers know what's up!
CLOSE. THE. BORDER. #coronavirus

The officer criticised measures as ""toothless"".  ""We have no way to identify mainlanders who lie to us, especially if they are coming to seek better medical treatment” he said

https://t.co/AeBgz4bn8v",Unrelated,English,2020-01_general
1222864650569682944,"Odion Ighalo May Leave China Due To Coronavirus' Escalating Scare 
Megasports
https://t.co/jjuE0yeyUb https://t.co/Khiv1q2ERV",Unrelated,English,2020-01_general
1222234900071419909,@mpcarver_21 If I have this wuhan virus I’m letting it try to kill me Matt,Unrelated,English,2020-01_general
1223096424633552897,Nagkakaubusan na sa Bambang! Nasaan ang masks?!! https://t.co/zGjNnI06kB,Not Sure,Other,2020-01_general
1222109529619329025,#Coronaviruses #Wuhan #China（so fast！） https://t.co/SE4OB40mCp via @YouTube,Unrelated,English,2020-01_general
1220805577896603650,like there’s a deadly coronavirus in Chicago... what are the odds that it doesn’t reach nyc?,Unrelated,English,2020-01_general
1221314021804007424,"Getting very interesting feedback for the final open question. A lot of respondents mentioning how outbreaks are caused by influx of ""pendatang asing"" rather than lack of vaccination. Many are relating it to current coronavirus epidemic.",Unrelated,English,2020-01_general
1222762682593529856,"Stay Safe! 
Precaution is better than cure. 
#coronavirus",Unrelated,English,2020-01_general
1222052946252189696,students: Cancel school due to Coronavirus outbreak - Sign the Petition! https://t.co/b02yn3NCih via @Change usc needs help plz,Unrelated,English,2020-01_general
1221423225797779456,"Not to worry. @realDonaldTrump said that he has the coronavirus situation under control. You know, like he has the Middle East situation under control.

Third US case of coronavirus confirmed in California, health officials say https://t.co/qOWj8G6n8J",Unrelated,English,2020-01_general
1222287575580200960,#Coronavirus death toll rises to 131,Unrelated,English,2020-01_general
1221549135263748096,B.C. VIEWS: New coronavirus outbreak an important reminder https://t.co/QvHtzIx9Ux,Unrelated,English,2020-01_general
1221966197337411584,"//In the absence of answers, what we have is the shutting off and shutting down of a city, plain and simple. A quarantine that means 11 million people are trapped within their city. //
#WuhanOutbreak #coronavirus 

https://t.co/QzjrGo9MJX",Unrelated,English,2020-01_general
1223069236014219264,@aperteoalt Coronavirus ground zero 'is now a zombieland with dead lying in streets' https://t.co/bVsadTjwuw,Unrelated,English,2020-01_general
1222578694528520192,"@GlobalBC At this point, anyone who willingly went to Wuhan within the last 3 weeks should be SOL. They knew what was going on and still decided to go. Travel in/out should only be for emergency.",Unrelated,English,2020-01_general
1220545360558321664,#China’s #Coronavirus outbreak has resulted in the death of 25 people till now with confirmed cases rising sharply to 830. https://t.co/T60iBoJ2ap,Unrelated,English,2020-01_general
1223008081698750464,"You know that “coronavirus” is not one single thing, right? And it’s not new?

No?

Okay. Resume your freak out.",Unrelated,English,2020-01_general
1222344335338983426,After reading this I took a screenshot to send to my niece who was adopted from China 17 yrs ago. Thx @TerriChu https://t.co/x1FxWdRfFj,Unrelated,English,2020-01_general
1221325245031698432,Scramble to stop the spread of deadly coronavirus | ABC News https://t.co/Y44E6cRQa8 via @YouTube,Unrelated,English,2020-01_general
1221419013353304064,The coronavirus is fr Finna kill us all,Unrelated,English,2020-01_general
1220837537599627267,"Coronavirus vaccine in the works, says NIH infectious disease expert https://t.co/zfsofLpVUz",Unrelated,English,2020-01_general
1222822667364945921,"Please read below and repost:

Some effective ways to prevent the Coronavirus. It was originally written in Cantonese style Chinese translated to English. Worth a read.

About the virus:",Unrelated,English,2020-01_general
1221371245205176325,Hong Kong people should do the same. #WuhanCoronavirus #武漢肺炎疫情 #coronavirus #CoronaOutbreak #China https://t.co/3fQyaWySYe,Unrelated,Multiple,2020-01_general
1223001341376651265,"pag muspread bitaw nag ayo ang corona virus, it will be the end for all of us",Not Sure,Multiple,2020-01_general
1222462308107972612,"Saya barusan ngobrol dngan aggta aprt,yg pernh jaga di pt imip,morowali,kataya pekerja ilgal gk bisa masuk,trus saya blang ,5000lbih karywny tk boleh kluar morowli krna ksus coronavirus eh diya kaget.",Not Sure,Other,2020-01_general
1221379312701575169,"After China now Congovirus is available in Pakistan 
#coronavirus 
#coronarvirus 
#coronarvirus 
#CoronaOutbreak #ChinaziVirus https://t.co/GTp9GrxETH",Unrelated,English,2020-01_general
1222562902554677250,Yea let's talk about ivankas intentions regarding the voting machine patents in China! It's pretty obvious what her intentions are ! The Trump's are all traitors! https://t.co/gGlMx9IvjS,Unrelated,English,2020-01_general
1221118662867869698,".@TaL__eSports just beat @ATLFaZe Academy in WR4!

https://t.co/3iliEyv9CY",Unrelated,English,2020-01_general
1221404611577360384,"I’ve got a fear of people coughing now.
Like if your coughing, back the hell away from me. I ain’t dying form some Coronavirus typa crap. Not this year I’m not.",Unrelated,English,2020-01_general
1221435244517216256,"CNBC: Third US case of coronavirus confirmed in California, health officials say.
https://t.co/b10NILFiDw

via @GoogleNews",Unrelated,English,2020-01_general
1222848949264011267,Three Japanese people have been tested positive for the #coronavirus after being evacuated form Wuhan https://t.co/MEyedJqpI0,Unrelated,English,2020-01_general
1221989851907551232,"Coronavirus can be spread through eyes now? Well, jokes on everyone because I never look anyone in the eye when talking to them.",Unrelated,English,2020-01_general
1223282294720540673,"The U.S. State Department on Thursday issued its highest travel advisory, urging people against all travel to China. https://t.co/JI2U2R83x0",Unrelated,English,2020-01_general
1219910239375568896,"any #pandemic players in here? Anyone who likes to stalk pathogens? People with a medical interest about the current #coronavirus?
https://t.co/HpTBzGi3Zc
this seem to be the forum to follow there...",Unrelated,English,2020-01_general
1222922593268723712,"Ano bang internet ng gobyerno at para silang hindi updated sa nangyayari sa Earth? 

#coronavirusPH #coronavirus",Not Sure,Multiple,2020-01_general
1221983652013199360,People on twitter actually think the coronavirus is a bioweapon developed by China or a way to reduce their population like can y’all chill and not be so racist for a minute.,Unrelated,English,2020-01_general
1220091513964781568,".@WHO r there quick&amp;affordable tests to diagnose deadly #coronavirus?
it feels like there is something hectically irresponsible for @cnn saying ""If you or your doctor suspect you might have the Wuhan coronavirus, the [CDC] advises wearing a surgical mask.""
https://t.co/ALFePn8So2",Anti-Mask,English,2020-01_general
1221246243931901952,Canada Is Latest to Confirm Virus as China Death Toll Mounts  https://t.co/n11Y6AXieO,Unrelated,English,2020-01_general
1221700650221875201,@ZkiGff7iqCjd2Gl @JAlexander0002 @nytimes Probably wont drop for at least 3 months honestly maybe longer the issue is we dont know we only really know that its a coronavirus like sars nothing else really,Unrelated,English,2020-01_general
1220614552393412608,"Check this for ""voluntarily signed up"". 
#coronavirus
#Wuhan
https://t.co/7QyrY6PUm8 https://t.co/kLhU8nVwLb",Unrelated,English,2020-01_general
1220606201983111168,"https://t.co/FMAa7hwpJD

Wew...

China is fucking stupid. https://t.co/acJbRWvfGj",Unrelated,English,2020-01_general
1222957729582604291,"BeaumontHospital specialist Sam McConkey warns that up to 20,000 Irish ppl could contract  #coronavirus within a matter of weeks. Dublin doctor, works as a specialist in Beaumont has said that data from China has shown that 2% of people who are diagnosed with the disease may die.",Unrelated,English,2020-01_general
1221524742139547654,"@JeffreeStar I know but first he broke up with Nate, then @justinbieber has lyme, the measles outbreak in #Samoa , not to mention the #AustralianBushfires are still burning, and now @kobebryant has passed. JFC 2020 sucks. Please don't take @BettyWhite, I'll legit die😫😭.",Unrelated,English,2020-01_general
1223361615501774848,@plantsNbabes Pack of corona work?,Unrelated,English,2020-01_general
1221571667614322688,CHINA: Coronavirus Could Spread Two Weeks Before Symptoms Show https://t.co/g46YjgTKJL,Unrelated,English,2020-01_general
1223363453370404866,Why is it that it's so unacceptable for Man United to go and get a player from China on a short-term deal to plug a hole in the lineup when Barcelona did the exact same thing? Especially when said player has a good track record in England and China.,Unrelated,English,2020-01_general
1220227484777508865,"Latest @dw_chinese - It's been four hours since #Wuhan entered a lockdown to prevent #WuhanCoronavirus from spreading further across #China. I talked to two local residents in Wuhan, and here's what they've told me - https://t.co/KJMmPuyNWJ",Unrelated,English,2020-01_general
1222160112535711744,"Your under quarantine,  we dont want you back. 

BBC News - Coronavirus: Britons in China want more support from UK https://t.co/HOCD14yO7H",Unrelated,English,2020-01_general
1221757241960751104,"Canada has it's first possible case of the coronavirus.  #Windsor #sxont
https://t.co/V2vQwtPxZ6 https://t.co/MsZsJXZIJu",Unrelated,English,2020-01_general
1222218937955426304,"My upper respiratory system sucks, it literally gets infected every year. So if that coronavirus touch me I’m a goner😭",Unrelated,English,2020-01_general
1221341007113019392,"up coverage
universal coronavirus
us case
ukraine confirmed
ultra contestant
unproductive cigar
usa complete
universe continues",Unrelated,English,2020-01_general
1221609211316051969,So is school really a risk I wanna take with coronavirus going around?? Hell Na Mfs are nasty and cannot be trusted okay,Unrelated,English,2020-01_general
1222271564055531521,@edgeofreasons @BOOMER4K @RepRatcliffe @MariaBartiromo Because he’s a time-surfer #qanon #impeachment #coronavirus #falseflag @realDonaldTrump,Unrelated,English,2020-01_general
1221880564392833024,"Airline stocks tumble as spread of coronavirus triggers travel bans
 https://t.co/IIRahJRfx7",Unrelated,English,2020-01_general
1223196253116403712,All I’m seeing in relation to this coronavirus outbreak is thinly veiled racism and to be honest it’s getting on my tits.,Unrelated,English,2020-01_general
1221662331525971968,"Nah...  Contagion (2011) is much closer to reality. Plenty of MEV-1 references, WHO, CDC, bats, China etc. https://t.co/OcQ2lC8H4r",Unrelated,English,2020-01_general
1222510983098380289,"Un avión que transporta a evacuados estadounidenses desde China en medio de un brote de coronavirus aterriza en Alaska, ahora en camino a California https://t.co/Kqu0LNhUCt",Not Sure,Other,2020-01_general
1221910005068320768,This Coronavirus News Nobody Is Talking About Could Crush the Stock Market https://t.co/K0wUxWDu3F https://t.co/3jQD4Xxihi,Unrelated,English,2020-01_general
1222096005593616384,"» DO THE MATH: Wuhan Region Urgently Adding 100,000 Hospital Beds as Official Chinese Government Claims Outbreak Only Affecting 4,000 People – https://t.co/usk5fvUJrc https://t.co/OEPvVwLP3j",Unrelated,English,2020-01_general
1221966136885026817,At this point its not coronavirus its natural selection https://t.co/wnTIXeVaAK,Unrelated,English,2020-01_general
1223190526201077762,"So UK govt is deliberately not telling people which city or region the two patients with #coronavirus have been living.
It is not what they tell you. Is is what they don't tell you. Also anyone else noticed that there is almost no information leaking out from China right now? https://t.co/JS4hJLryCb",Unrelated,English,2020-01_general
1220871821572132865,Everyone’s like “omg the coronavirus is so scary” and other people are like “it’s just cold symptoms” and other people are like “PEOPLE HAVE DIED” and I’m just like .... so it’s the flu but different but basically the same?,Unrelated,English,2020-01_general
1221090408924663810,British patient tested for coronavirus treated by 'spacemen' doctors https://t.co/uekwmWPAIn @MailOnline,Unrelated,English,2020-01_general
1220219024207990784,Unverified video - man with Hubei accent saying that armed police have blocked passengers from entering the train station in Wuhan after the 10am lockdown. #WuhanCoronavirus https://t.co/EC0GTXOhC0,Unrelated,English,2020-01_general
1221300549095763970,Wuhan coronavirus death toll rises to 56 as health care workers say medical supplies are running out: https://t.co/SZZG4mVnqG #KMBC,Unrelated,English,2020-01_general
1221957474682470401,Tardeo man quarantined after China trip for suspected novel coronavirus https://t.co/6b8cnvl1Qy,Unrelated,English,2020-01_general
1221041018713399297,Wuhan doctor dies nine days after contracting deadly coronavirus https://t.co/cSsXdDBu4q @MailOnline,Unrelated,English,2020-01_general
1221985535729852416,*NSFW* this is what the coronavirus does to you! https://t.co/4TanpGf0SR https://t.co/zZIa2CVKhr,Unrelated,English,2020-01_general
1221545026003460096,UK Foreign Secretary Dominic Raab ordered government officials to find a plan to evacuate Britons from Wuhan #Coronavirus #China https://t.co/YrMma3wyXE,Unrelated,English,2020-01_general
1223188067038658561,"Photos of people using everyday items, such as empty water jars and plastic sheets to cover themselves, are doing the rounds on the internet. @IOL_Lifestyle https://t.co/g3n5spkyUH",Unrelated,English,2020-01_general
1223135141884657664,"Because Chinese authorities tried to shut 8 doctors' mouth by ""threatening"" them, the outbreak of #coronavirus is devastating. Ultimately, restriction on people's opinion by Chinese authorities have caused #coronavirus disaster. /4",Unrelated,English,2020-01_general
1221403387037732866,China coronavirus 'spreads before symptoms show' - BBC News https://t.co/YU3qa3Zd8b,Unrelated,English,2020-01_general
1221333511627345920,"@XHNews Fake news, the spotlight is on the vile communist ideology that has murdered over 150 million men, women and children. Now China has produced yet another pandemic, the Coronavirus that is killing an untold amount of people.",Unrelated,English,2020-01_general
1222375732455903233,"@Qweeniey I read somewhere on my TL and on FB that apparently there was a trial done on January 21, 2020 for this particular virus (a vaccine) and now there’s an outbreak. So people are saying it’s man-made and they’re trying to cover it up, but that’s going down the rabbit hole lol!",Unrelated,English,2020-01_general
1221000368370438144,@Daniel_San__ @LadyCanna13 @MississippiExh1 @thebacongroupkw Get yourself over to wuhan then if you think it’s nothing to worry about,Unrelated,English,2020-01_general
1220795700729933824,"Just accepted a job at Corona Light's general counsel and will be suing in a personal and professional capacity anyone who repeats the slur ""Coronavirus"".",Unrelated,English,2020-01_general
1220795144359858177,my parents think im about to catch coronavirus the second i go back to school 😭😭,Unrelated,English,2020-01_general
1223299984231141378,Famosa brasileira convocada pela ONU para um discurso na China sobre o virus tamo bem na foto...👋👋👋👋😁😁😁😁😁👏👏👏 https://t.co/n6pYitBizX,Not Sure,Other,2020-01_general
