Tweet ID,Full Text,Mask Sentiment,Language,Notes
1286500165805838336,@davenewworld_2 Why do people go crazy just because they are supposed to wear a mask in a building?  I can not comprehend that.  they act like zombies,Pro-Mask,English,
1288735837694373888,"Melaksanakan Patroli DIALOGIS,sampaikan pesan agar selalu memakai MASKER saat keluar rumah serta sampaikan himbauan  untuk  mengikuti protokol kesehatan antisipasi covid-19 dalam aktifitasnya. https://t.co/ftKdmdl4Lc",Not Sure,Other,
1290670314049933312,"No- this is stupid to promote this dangerous opinion and that’s ok it is — an opinion! Stay home, wear a mask, order takeout https://t.co/11pfN4ZnJy",Pro-Mask,English,
1286259104432848901,"Operasi Masker Gabungan antara Muspika, Satgas Covid dan Relawan Sumberlawang https://t.co/INh31kpwt2",Not Sure,Other,
1272594721811181568,Dejé de seguir los números un toque y ya tenemos más de 30.000 casos de Covid. Tremeeeendo 😱,Not Sure,Other,
1261887442958909440,"@GOP We all know it was a crooked Republican Senate that acquitted an impeached @realDonaldTrump quit diverting attention from that fact and his massive COVID-19 failures! 36 million unemployed, food lines, tabled economy and still no national testing plan! https://t.co/sVNVdm9q5y",Unrelated,English,
1273431788191395841,Jam and Stay safe everyone! 💫🎤🌷💫🎤🌷👏🎤 https://t.co/PKFYN5nlWW Like today! #COVID19 #coronavirus #COVID,Unrelated,English,
1229897104853737473,"#Mask
#CoronavirusOutbreak
#coronaviruschina
Top grade Mask for sale in beautiful colors in Bulk, Best protection for health. Protect from Dust, Pollution, Infection, #Coronavirus, Price 1.3 USD /dozen
Available Stock 1,200,000 
PH #whatsapp +923346999963
#Traders99999@gmail.com https://t.co/GERNVDHF8d",Pro-Mask,English,
1289047206469738497,"Newsweek also runs a story about Swedish plummeting Covid numbers, while others in Europe see Covid rising in July. https://t.co/l99bJmxHHn A poll in the article shows that 47% readers say ""Covid did it well"" while only 30% say ""it didn't"".",Unrelated,English,
1288633562929889280,"Raise your hand if a 66% cut in unemployment benefits is going to help your household get through these tough times...

This cruelty is simply un-American. https://t.co/98w9SVf9Iy",Unrelated,English,
1279802259002413057,"Trust me, he ain't the only one. #WearAMask or #StayHome https://t.co/QJrAVLXOJj",Pro-Mask,English,
1224255430647599104,"China: US Response to Corona Virus “Stirs Panic”
  #Shakira #KansasCity #TheMaskedSinger #AndyReid #Missouri #Chiefs  #SuperBowl #Mahomes 

https://t.co/u9dZBUrfPg",Unrelated,English,
1246518162692222980,"SCRODINGERS START UP:
Victoria Secret make masks
#avoidthecovoid #COVID19
#masks #PPE #OPP #MBA
#pandemicstartupchallenge",Pro-Mask,English,
1296207432163766274,Why all the masks then?? https://t.co/rdN1zkSqYc,Not Sure,English,
1222435476813959168,"Waspada Virus Corona, Begini Cara Benar Memakai Masker https://t.co/zdL5EmY6zG",Not Sure,Other,
1290986590794326016,"The original #BigTech is working closer than ever with governments to combat #coronavirus – with no scrutiny  
https://t.co/yVKUdg1bu5",Unrelated,English,
1288686769555173377,@KTRTRS Someone needs to get a free covid rt pcr test done in hyderabad. Can we know where to ask them to go or contact . Thanks. Contact number 9849031415,Unrelated,English,
1276773564675391488,"COVID-19 #ostanidoma #ivypc 
Ilustrirano objašnjenje zašto nosili maske https://t.co/FeS4PcAAkp",Not Sure,Other,
1290667502209556481,"@realDonaldTrump DELETE YOUR ACCOUNT
#traitortrump 
#VoteBlueNoMatterWho 
#RidenWithBiden 
#WearAMask https://t.co/9hOL5AK32P",Pro-Mask,English,
1294079220797366277,"@NYGovCuomo You should have said that with all caps,LIKE THE PRESIDENT DOES SOMETIMES then maybe morons will wear a mask",Pro-Mask,English,
1292512611175628800,This was always Traitor Trump's plan 2 have COVID exponentially get out of control right before the elections so Barr could try to come in with some excuse of exec power 2 postpone the elections somehow or to cause such chaos 2 make it easier for Putin to attack our systems EVIL https://t.co/PpfBXaBWzp,Unrelated,English,
1275062289779929089,"@realDonaldTrump It’s hard to believe, but the President of the United States encouraged the Nation not to wear masks. To this day, he’s made little mention of the 120,000 Covid deaths. All that matters is the election. Let’s give him an election he won’t forget! #VoteHimOut",Pro-Mask,English,
1276802664861294593,"Graduate job hunting during covid-19?
In this latest article from GradLink, Coca-Cola European Partners answer questions from universities across the UK (including Bath) regarding graduate job recruitment in the current climate. Read it here: https://t.co/9IsUo5nsLV https://t.co/H2yrVIhmjf",Unrelated,English,
1292135240329236480,"@RealSunBeach @MiltonWolfMD @KDHE @SecNorman We can help by acknowledging that masks - even N95- don't stop viruses, and therefore should not be relied upon. They do collect bacteria 

Further, having the general public walking around with mobile petri dishes strapped to their faces carries some serious public health risks!",Anti-Mask,English,
1269656337702621184,"#After20Years my children highliting the important things that happened In 2020💀 ...#fun #sarcasm #2020kmkb 
#coronavirus #covidindia #COVID19India #ContestAlert https://t.co/1rjm7EES5X",Unrelated,English,
1293433409247694849,Rusya aşıyı buldu mu? Putin son dakika duyurdu! Corona virüs aşısı bulundu mu? https://t.co/E1udOZzRII,Not Sure,Other,
1297961462439305217,"New post: ""If Google’s weather frog can wear a mask, so can you"" https://t.co/kjd30IaqyC",Pro-Mask,English,
1272632386388398081,"CW: The photo is gnarly as shit but seriously, stay the fuck home when you can and wear a damn mask when you cant. https://t.co/LHWoh1Cs2B",Pro-Mask,English,
1281638237090582528,@realDonaldTrump @Southcom Don't wear a mask and be sure to lick door knobs!,Pro-Mask,English,
1276553393084010498,"@JennyBK74 I agree 😢 and if “no parents in the building” separation anxiety is going to be SUPER traumatizing. Temp taking, teachers with masks on.. if schools follow CDC recommendations parents NEED TO keep kids at home ESPECIALLY the little ones!!",Neutral,English,
1298471232979922944,"@YahooNewsTopics わかってた。

I knew it. I think it's crazy to go out and play when the second wave of coronavirus infection is coming.",Unrelated,English,
1244326667348324352,"Sir, in sector 3 vaishali, ghaziabad, adjoining chaya public school, I have some neighbours disobeying the lockdown.thry are always outside without masks and gossiping in group without social distancing.pls do something. Children are  playing outside. https://t.co/r5Eb98abg5",Pro-Mask,Multiple,
1291221773187461121,wear a damn mask 🖤 https://t.co/XYjhsRZ6WN,Pro-Mask,English,
1264925754703388680,"Never underestimate the power of Social Media...meanwhile I'll be basking in Forensic Files. Enjoy your holiday, stay home, stay safe but if you must go out do mask up. 
#ThatGirlFromKabala 
#badenya",Pro-Mask,English,
1275526976741220352,"We absolutely will. We can’t wait to welcome you, we will have yummy treats waiting. https://t.co/PHmOcB38Sk",Unrelated,English,
1292749721484832772,@UltimateYonce And my absolute fav sentence “God decide if I’ll die from corona or not so I’m not wearing a mask” fucking mess. I had to fight for years with my grandparents for them to accept I don’t go to church anymore,Neutral,English,
1258448537714556935,"i want to be outside just as much as the next person

but i also really want to see what we come up with for social distancing Halloween",Unrelated,English,
1299944508025569280,"@1trenggalek Cegah Covid-19, cuci tangan pakai sabun, pakai masker jaga jarak dan sebagainya

 #Sosialisasi3MPolri .bfhfhhg",Unrelated,Other,
1253702505906782210,"What's Up With All the Contradictory Advice About COVID-19 and Face Masks?
https://t.co/esdphyPWUp via @reason",Neutral,English,
1278925094698405889,It doesn’t help that other countries got this virus taken care of but we have a shitty president who doesn’t even wear a mask.,Pro-Mask,English,
1285979387586912256,@MayorBowser is retaliating against her constituents because Congress didn't give her enough #COVIDー19 money she can promise another developer based on an adhesive clause. So constituents are subject to a fine if they don't #WearAMask based on inaccurate evidence &amp; projections,Anti-Mask,English,seems like they think it's unfair to wear a mask if they don't work
1264514624558370817,Government reveals new line of masks to allow wearers to travel freely during lockdown - https://t.co/FYEi4F38XM via @newsthump,Neutral,English,
1294654457322467328,"PROMO MERDEKA 'Malaysia Prihatin' 🇲🇾

COVID KIT: Mask 3 Ply bersama filter

Setiap Kit mengandungi:
1) Mask (dengan poket filter)
2) Filter (10 keping)
3) Alcohol Wipe (75% alcohol)
4) Extender mask 

1 Kit: RM28 (excluding postage)
PROMO 2 Kit: RM50 (excluding postage) https://t.co/z7QDFkEUI3",Pro-Mask,Multiple,ad
1281999680717676552,"@ottleti I went into one a few weeks ago, stopped outside, put on the type of mask you'd wear to a football match.  Guy outside says ""if I didn't know any better, I'd think you were about to rob the place.""",Neutral,English,
1278470321985720320,@JohnCooper4Nash Thanks Metro for the mask mandate. I’ve seen a greater % of mask wearers. But some are wearing masks around their necks but not covering their nose and mouth. Is this a mandate protest or a way to get around it? Others aren’t covering noses. We need a wear a mask properly mandate,Pro-Mask,English,
1293565826373693448,@DrAlfredMutua No social distancing and more so how you present the masks is not safe at all.......,Not Sure,English,???
1232234887819730944,@lorraine @MaskedSingerUK @KathJenkins @ITV @WeAreSTV Them nazi paedophile fault for Corona but they create next Corona for English people n evidence there they kill English baby they create next way to kill English people then end them soon so more can be ok say on news to end them nazi paedophile death sentence send hell https://t.co/ASNBV0dT5s,Unrelated,English,
1261647692511547395,"Open Government and COVID-19: A Blueprint for Public Action! 
https://t.co/u9GcnNe368",Unrelated,English,
1283272796466933762,70% of my stress is from the government. Natalo pa ang COVID.,Unrelated,Multiple,
1235427449216700417,"@mayanababann Tanda"" corona",Unrelated,English,
1276122281127837696,"@jamaicabyles Right. Face masks only work for doctors and nurses and other medical personnel. Makes perfect sense! 😒

Go ahead and catch COVID if that makes you feel free! 👌🏻",Pro-Mask,English,
1289119872169971713,"Latest wild pandemic dream: running through Prince's Square in Glasgow while wearing neon green silk pyjamas, @katya_zamo was there too 🤷🏼‍♀️",Unrelated,English,
1289007954478465028,"So many people who scoffed at virus have gotten sick / some died. Yet many people still believe it's a hoax. What is it going to take? If not wearing a mask only impacted the person, it would be fine. It impacts all of us and suffering being prolonged. #Selfish #WearADamnMask https://t.co/PxquHeyRDh",Pro-Mask,English,
1268586921149816832,"From Bowties to Face Masks - Learn how Ascender alum, @Knotzland, is pivoting its business in response to the global pandemic at tomorrow's event hosted by @WorldPittsburgh. 
https://t.co/22dvUb0DPJ",Neutral,English,
1286191938731999234,@samakaltw https://t.co/dUpQh1pQQ3,Unrelated,English,
1235474775150956544,@TheSSEHydro are you aware of any cancellations due to coronavirus?,Unrelated,English,
1293766530812063744,Günaydın hayırlı sabahlar olsun rojbaş sağlığınız için covid19 coronavürüsten sakının sinsi düşmanınız etrafınızda korunmak için sosyal mesafe maske ve devletin koyduğu kurallara uymak zorunlu ülke ve dünya insanıları için önemli #EVDEKAL #EVDEKAL #EVDEKAL 🌸💐🌻🌼🌷🌱🌲💮🏵️🌹🥀 https://t.co/l2Gndyvxt4,Not Sure,Other,
1243587715393675264,"Stop throwing your used plastic gloves and masks in the streets. This is Biohazard, you fucking morons. #coronavirus",Unrelated,English,
1258857964334714883,Hospital Clériston Andrade instala nova UTI para pacientes com Coronavírus - Acorda Cidade https://t.co/czbfX5vD2U,Not Sure,Other,
1277736293078794240,"This is so wrong. There's not just public shaming but people being yelled at because they don't wear a mask. Many of us CAN'T wear one.

And we shouldn't have to explain why repeatedly throughout the day. https://t.co/gRtcl7jmy6",Neutral,English,"talking about being shamed, bot about masks themselves"
1286996190681280512,@mabel_huertas @RPPNoticias El covid-19  se trata como una simple  gripe y no cuesta más de 10 soles estamos tratando con éxito en Huaraz,Not Sure,Other,
1247844502401925120,Our local spot is making them but I'm scared to purchase because of Corona. https://t.co/h6MFruKu7d,Unrelated,English,
1240732337647816710,J’ai pleuré de rire quand ils ont dit qu’il jongle comme les anciens https://t.co/cG0JWGnagP,Not Sure,French,
1273803007189114886,@GilbertAZMayor Yes on mandatory masks in public! We ALL need to act responsibly to contain this pandemic!,Pro-Mask,English,
1255997092994134016,"""i can't find places for all 3 new residents to stay all at once by myself! Will you help me?""

*Makes you do it all including getting their furniture while not leaving the safety of his home*",Unrelated,English,
1297861950903287813,Toronto public health be like : https://t.co/C83u5UD5Sf,Not Sure,English,
1294651857667788800,"Our Virtual Drop In Center registration begins next week! What we will require:
✅ Students must wear a mask at all times (outdoor breaks between class)
✅ Must be a @NorristownASD student entering grades K - 9
✅ Bring your own Chromebook and headphones.",Pro-Mask,English,
1287716088168546305,"@CBCNews @nicireland_news Governments should do something about these activities who spread misinformation.... your right is your right till you don’t violate other’s rights . It’s simple as that . If you don’t want to wear a mask or don’t want vaccine, stay home and enjoy your rights.",Pro-Mask,English,
1286945540077424650,"@VinaigretteGirl @Leavers_GtrMcr @toadmeister Sorry. Realised I missed a word out - I meant it's the lack of evidence *presented* that annoys

So they come out with new mask advice, having said don't wear masks for months, and yet don't seem to have a basic understanding of the evidence that justifies that change",Neutral,English,judgement of gov
1294277738099081217,"#maternitypetition 
#COVID__19 
#wearenotgoingaway 
#babiesinlockdown
#ExcludedUK https://t.co/uJfshs2qs6",Unrelated,English,
1290603330696167426,This 15B could have been used for covid testing kits for Filipinos. Puta nakakagalit https://t.co/qwxRM65yGe,Unrelated,English,
1251157104292851718,"@x_xjochen Ganz ehrlich - ich wäre froh um jedes Bundesland das eine #Maskenpflicht einführt anstatt völlig Irrsinnig die Schulen schon nächste Woche zu öffnen!
Da lob ich mir die #SchulboykottNRW Überlegung! Wenn wir nicht alle den Kampf aufnehmen, sind wir ganz schnell wieder im Lockdown!",Not Sure,Multiple,
1298952704987979776,This was waiting for me when I arrived home late last night after work. I hope I can keep it alive. So much hurt in the world right now. #bekind #hope and #WearAMask https://t.co/cqhsfz3KXW,Pro-Mask,English,
1256160456047128577,"@billa1301_biki Tasted so good! Imagine, hot pav straight out of the oven! And sizzling hot kheema. I don’t eat non-veg, but I tasted. 

Lockdown ne Pati Parmeshwar ko khaansama banaa diya 🤪",Unrelated,Multiple,
1291493584194150412,@ryansatin @RexChapman 👌🏼👌🏼👌🏼 #StayHome It’s not a law and mask bullies should be arrested for harassment. https://t.co/oprYziQnuw,Neutral,English,
1243611006305263619,"Pleased to share everything we are doing to support our partners respond to #COVID-19

https://t.co/QJDqoEKdFA 
#WeAreUoN",Unrelated,English,
1251985206548017161,"@axios Israel:  how to protest using social distancing &amp; protective equipment. In the US, protesters carry rifles &amp; do not social distance or wear protective gear. Guessing they’re too cheap.",Pro-Mask,English,
1268416195633442817,"Rewind: Asean morning news for June 4

via @aecnewstoday 

#Independent #Asean #journalism based in #Cambodia 

#StayHome #isolate #prepare #WearAMask

https://t.co/F8399Ej0Ow https://t.co/2YXWIMN7Em",Pro-Mask,English,
1274411625966112770,"Wedding season is strong.. People are simply ignoring the pandemic. No masks, no social distancing... even the zaffeh... La corona w la morona.. Good luck #Lebanon",Pro-Mask,Multiple,good luck seems sarcastic
1251923399481458691,"Honestly, it still sad that people are dying every day from this but I’m glad to see the Number going down each day. We’re flattening the curve one day at the time. #WeAreNewYork https://t.co/XAk9MPPE4h",Unrelated,English,
1291252538390581248,Sabaweli 😍 https://t.co/bBZf1hN1Qi,Not Sure,Other,
1293840804000169984,"It was great to see all the goaties, chins and beards being protected with masks in @IKEAUK Wembley yesterday afternoon... oh and your finger doesn't breath either so best not to wrap it around that after you walk in. It is your mouth and nose you, absolute, morons #COVID19",Pro-Mask,English,
1247435976328138753,"Pakai maskermu
Cuci tanganmu
Yakin corona pasti berlalu

#PolriHimbauPakaiMasker https://t.co/hLcDSkAZvT",Not Sure,Other,
1274697753101099008,Kapolsek Semin Kompol Haryanta melaksanakan silaturahmi dan himbauan kepada pamong kalurahan agar selalu memakai masker dan menjaga jarak guna antisipasi penyebaran virus Covid 19. https://t.co/VAhbZOnOJB,Not Sure,Other,
1282189152876888064,@rjoseph7777 People that refuse to wear a mask have already been affected by this.,Pro-Mask,English,
1249944292124131328,"Stay at home, be safe, Wash your hands and wear masks while in public places #covid_19Ke https://t.co/UKGQkMGYnt",Pro-Mask,English,
1266384281947037697,"@moakabash During the sensitisation, people hands were sanitised, few nose mask were distributed to the most vulnerable and we were able to demystify some wrong believe people have for corona virus. We are doing all this to complement government effort at all level to fight corona virus https://t.co/S87NZt0E4p",Pro-Mask,English,
1281669180949966861,"If masks stop you breathing, then they will absolutely stop coronavirus

If masks do not stop you breathing, then fucking wear one.",Pro-Mask,English,
1270729949876490241,"Les compartimos este podcast de @XponenteMX con @rulodeanda nuestro cofundador. 🎙

¡Escúchalo para escuchar sobre #emprendimientos #irrazonables y la mentalidad del startupero en tiempos de #COVID-19! 🙌
https://t.co/pz5KXj7D6F https://t.co/vxmxNTeHM2",Not Sure,Other,
1293082932643368960,"Do I wear a mask, yes I do. 
Do I think a woman who doesn’t should be choked, no I don’t. 

We can’t accept this as normal.  https://t.co/8r4mxVtYgT",Pro-Mask,English,
1287178534008623104,"His amber eyes would lock on the purple skinned woman as she casually walks down the corridor hallway. 

He was wearing some expensive clothing that never really suited him, but as a guest to her and in her home this was a sacrifice.

""You look Lovely this Evening."" https://t.co/ddKrRSdFJF",Unrelated,English,
1279938952770867201,@LetitiaMontana Wear a mask you idiot,Pro-Mask,English,
1230684440583639040,"Dampak Corona, Pendapatan Maskapai di Asia Berpotensi Hilang Rp 381 T https://t.co/dUf6IT6Ue3 https://t.co/CNRtywwpwb",Not Sure,Other,
1222323624373301248,"Wuhan residents search Baidu for masks, delivery services and fake news amid #coronavirus lockdown https://t.co/llqOzzB3Vx",Neutral,English,
1222990168480800768,"6,651 people held on cruise ship after passenger develops suspected coronavirus symptoms https://t.co/HxhD6yUqaC #FoxNews",Unrelated,English,
1255679289556717568,Excited to see how these crucial resources are deployed from our partners at @ImpactAssets https://t.co/pBm0iv7kNw,Unrelated,English,
1288594052275826688,"@travishaby Not only did he not wear a mask in public &amp; at work, he scolded his aides for wearing them, met with Barr, broke the news to his aides in person after testing positive, then raised the possibility that wearing the mask got him sick. Dude is dumb as shit. There's no helping that.",Pro-Mask,English,
1295994987356868608,"@YannAphing @victor87700 @Conflits_FR Je suis dans le Grand Est et en une seule semaine le virus a fait 9 morts dans un seul Ehpad malgré toutes les précautions prises
https://t.co/rOjChkITIX",Not Sure,French,
1278788945011064832,I wish my @NBA2K player could wear a mask 😷,Pro-Mask,English,
1233523840518643715,How to make your own coronavirus mask/Κορωνοϊός:ΜΑΣΚΕΣ ΑΠΟ ΧΑΡΤΟΠΕΤΣΕΤΑ https://t.co/BZ8rl7Bn4E μέσω του χρήστη @YouTube,Pro-Mask,English,
1273286927547015168,"¡Hoy el Parlament de Balears ha aprobado nuestra propuesta de cámaras en mataderos!
👇🐷🐰
https://t.co/JHdfoBS188

#CamarasEnMataderos #BienestarAnimal #AnimalWellfare #ForTheAnimals #AnimalAdvocacy #DerechoDeInformación #SeguridadAlimentaria #Covid19 #Alimentacion #FoodSecurity",Not Sure,Other,
1280163543824859136,"@DocLanceP @JoeBiden Our economy wouldn’t be suffering if Trump didn’t denounce it as a hoax from the get go. Not only that, he’s attempted to rapidly reopen the country when COVID is still running rampant. And he’s pushing for LESS testing. Less tests=less actual cases to him. Just look @ the graph https://t.co/VF1Tm4bHq3",Unrelated,English,
1292275416896503808,@yearninglesbian oh my god please wear a n-95 mask fr i’m not trying to scare u but this can actually be fatal,Pro-Mask,English,
1265075856181006339,"@McauleyHolmes: 'Staten Islanders with masks drive out non-mask wearing person in grocery store. #Coronavirus ' https://t.co/Pzomvuvd0V, see more https://t.co/h6aM53yvBD",Neutral,English,
1297159160455483393,"We're open 8am to 3 pm today. Thank you for your cooperation which is helping us stay open during the COVID-19 pandemic.

Customers WEARING MASKS will be allowed in the store 4 at a time, but Curbside pickup is still available so call &amp; order in advance for much faster service. https://t.co/0BoVe6GAki",Pro-Mask,English,
1291271980344160256,"Perilaku ini menjadi upaya minimal yang bisa kita lakukan demi menekan penyebaran Covid-19.

Oh ya, pasti dah tahu dong, kalau pakai masker itu termasuk menutup hidung dagu.",Not Sure,Other,
1290406336560279553,"@marcorubio Senator Rubio, felt the need to give a synopsis of 2020. No proposals, no strategy, not one statement on the importance of mask wearing. Nope, all boiled down to sending kids back to school to bring COVID home to their unemployed parents. And how bad the deficit is going to be 1/",Pro-Mask,English,
1282638430791499782,"With your face masked, communication experts say it’s paramount to incorporate -- and in turn, study -- the body language of yourself and others. Our best tips.

&gt;&gt; https://t.co/ThxdWOG9EQ

#careers #communication #socialdistancing #meetings #jobinterviews https://t.co/NlzpWOkY2J",Neutral,English,
1300405922678923265,"""I hope your supermarket cashier is the only covid-positive person in this area but they're really sweet so you feel you can pull your mask down when talking to them""",Pro-Mask,English,
1291768537695035392,"#ÚLTIMAHORA | Los casos en 24 horas marcan un nuevo máximo con 1.895 sin datos de Aragón. #coronavirus
https://t.co/oYiJZBD3wx https://t.co/lVgKkA38Hb",Not Sure,Other,
1283248722311122944,"@nexton9news “Wearing a mask is not a political statement. 

People who wear a mask are doing so in order to protect others. 

Wearing a mask is a sign of intellect, empathy and courage.”

       @ValaAfshar",Pro-Mask,English,
1266464091146600449,"The Taylorsville-Bennion Heritage Center is reopening on a limited basis. Hours will be 2 to 4 p.m. on Saturdays, until the governor moves the state to ""green"" in fighting the coronavirus. The museum asks that groups include no more than 6 people and that visitors wear masks. https://t.co/z02ffpMtZR",Pro-Mask,English,
1269902464347594752,"Coronavirus: Nigeria confirms first case in sub-Saharan Africa

https://t.co/JZIdv4vGoN",Unrelated,English,
1248977903452409857,"Authorities in #Myanmar have used #coronavirus to expand information censorship by blocking 100s of websites, incl those of registered ethnic media agencies, including in Rakhine State, where the government has already severely restricted internet access. https://t.co/Ytt2Zay6FZ",Unrelated,English,
1273782657168470017,"@soft_fade @CNN Why not?  We are in the middle of a pandemic.  By wearing one, you are showing that you care about others.  Friends, family, children, the elderly.  Why is that a bad thing?",Pro-Mask,English,
1232577421305663488,"@YEryurek5 @Darkmy25 @lordsinov N95 değil, n99. Bütün partikülleri filtreleyebiliyor. N95 dediğimiz, %95ini filtreliyor. Ama bunları sağlıkçılar kullanıyorlar. Medikal maskeler %100 koruma sağlamıyor evet ama virüs yoğunluğu da üst seviyede değil. Enfekte öksürük, hapşırmada 2metreye kadar aktarıyor virüsü",Not Sure,Other,
1279263686427893765,"@SpringNuts_ @springsteen What I wouldn’t give to be able to attend a Springsteen concert again. We used to be able to just go to the beach and now under Trump we’re relegated to bleach. VOTE BLUE...SAVE ME &amp; YOU. Please stay safe, wear a mask.",Pro-Mask,English,
1249550333346320387,"I still don't know about ""Jim's"" beard, but I ❤️ his new weekly show.
https://t.co/pQR0ABeZ4f
@johnkrasinski @RedSox #HealthcareHeroes @somegoodnews #coronavirus #COVID19 #BostonStrong",Unrelated,English,
1275425283911438337,"Heading out? Don't forget your mask! 😷 Face coverings are required in the City of Tampa in indoor public spaces when not able to maintain social distancing. 

Visit https://t.co/EvufYV87SO for full details and call 1 (833) TPA-INFO for questions &amp; concerns. https://t.co/8ubKZw3DJa",Pro-Mask,English,
1235966976507490304,"Me: I'm going to wear a mask.

Them: That doesn't prevent Coronavirus. Save them for the healthcare workers.

Me: Why do they need them?

Them: So they don't catch Coronavirus.

Me: 🤔
#COVID19 #COVIDー19 #coronavirus",Pro-Mask,English,
1279202645673152513,Populists Inflame the Coronavirus Outbreak Across Latin America https://t.co/DgE8tLPf1n via @NewYorker,Unrelated,English,
1292077322473025536,"Cineworld cinemas require a mask to be worn at all times. Unless you are eating, drinking and/or are exempt. So basically, buy some popcorn &amp; you don’t have to wear a mask!!! It’s just utter bollox.",Pro-Mask,English,
1294453342031224833,Moved an #oversizeload Grain Hopper over to the East Coast. Set a personal work record yesterday with 498 miles! Woohoo! Got some good @TimHortonsUS coffee along the way and saw a bear wearing propper PPE. #FFPC #personalrecord #farming #wearamask https://t.co/OikedGWysm,Pro-Mask,English,
1283259719889481728,"@ANCALERTS We can't let the government send our kids and young adults back to schools to die!! This virus has been proven to be airborne and more infectious than previously thought!! They tell us to wear a mask, but what about our eyes being protected? Please support online learning",Pro-Mask,English,
1259311993179254791,Penser l’après-Covid-19 -  Briser les solitudes #lapresseplus https://t.co/AgJygNpFvt,Not Sure,French,
1281438587783917568,The Pandemic Recession is expected to translate into home price declines in all states by Spring 2021. https://t.co/zlVFCAmV8p,Unrelated,English,
1279530893246373890,"This article includes taking advantage of non-union actors, and a guy playing Jesus touching a baby, unmasked. Wow. https://t.co/xUR3cDzXMa",Pro-Mask,English,
1247046678433185792,Fibre2Fashion - Fair Wear releases statement on Covid-19 https://t.co/joLIX9jYvX https://t.co/uWb4A9fzsh,Unrelated,English,
1294931759130451968,Merci pour eux https://t.co/1rdL8x6FLG,Not Sure,French,
1298184283966918656,wait taht corona dreams thing retweeted and i just realised that not everyone will understand who dan and phil r oopsie,Unrelated,English,
1276894016064413696,"Look how quickly the Coronavirus moved though our country... Look how it attacks the Human Body.
Ask yourself why your President won't wear a Mask or encourage people to do so. 
What is it They're NOT saying... is this a Bio-Weapon? https://t.co/Xic7dJSINh",Neutral,English,
1290140578697449473,"@AnalogousSpeak @BrettSmith_ @Blakehalbert1 @Styx666Official @BernieSanders Sweden has a death rate similar to the UK and much lower than Italy and Spain but Sweden didn't lockdown or wear masks and the others did. As for Japan, it has a very different population than the US in terms of overall health and in particular much lower diabetes and obesity.",Anti-Mask,English,
1297422901130534912,Poor Aussies... https://t.co/b5bQx92y5F,Unrelated,English,
1269435983562518529,"SUPER Doctor Leyton, Luchará contra el covid 19. Lo venceremos juntos quedándonos en casa. https://t.co/smPShKV55r",Not Sure,Other,
1238976753244278784,"Spain Closes Non-Essential Retail Stores, Joining France + Italy Amid Coronavirus Safety Concerns - Footwear News https://t.co/ZJ7OvpYfJS via @GoogleNews",Unrelated,English,
